SN,Symbol,LTP,%Change,Open,High,Low,Volume,P.Close,Difference
99,JBBL,299.00,0.67,295.10,299.00,295.00,53712.00,297.00,2.00
100,JBBLPO,147.00,-2.00,147.00,147.00,147.00,360592.00,150.00,-3.00
101,JBLB,1380.00,5.59,1291.00,1380.90,1291.00,20659.00,1307.00,73.00
102,JFL,512.70,0.53,500.00,520.00,500.00,40874.00,510.00,2.70
103,JOSHI,320.00,3.23,308.00,321.00,308.00,46638.00,310.00,10.00
104,JSLBB,1347.30,9.99,1239.00,1347.30,1239.00,14050.00,1224.90,122.40
105,KBL,140.00,-0.28,137.60,142.30,136.90,110121.00,140.40,-0.40
106,KBLPO,106.00,0.00,106.00,106.00,106.00,862.00,106.00,0.00
107,KBSH,1050.00,2.94,1008.00,1050.00,1008.00,1859.00,1020.00,30.00
108,KDBY,8.80,2.33,8.43,8.80,8.36,5200.00,8.60,0.20
109,KDL,825.00,1.48,828.90,829.00,814.00,5995.00,813.00,12.00
110,KEF,8.20,2.24,8.00,8.20,8.00,30975.00,8.02,0.18
111,KKHC,226.30,3.33,217.20,227.40,217.20,10504.00,219.00,7.30
112,KLBSL,920.00,1.32,900.00,958.00,883.00,8660.00,908.00,12.00
113,KMCDB,960.00,1.27,932.00,970.00,930.00,8746.00,948.00,12.00
114,KPCL,408.00,5.43,380.20,410.90,380.20,6098.00,387.00,21.00
115,KRBL,449.00,-1.32,448.00,451.00,442.00,37773.00,455.00,-6.00
116,KSBBL,377.40,-0.16,377.10,381.00,376.00,39121.00,378.00,-0.60
117,KSY,8.14,0.87,8.07,8.28,8.07,2800.00,8.07,0.07
118,LBBL,381.00,1.06,375.10,383.60,372.00,24439.00,377.00,4.00
119,LBBLD89,1112.90,0.65,1091.10,1112.90,1091.10,35.00,1105.70,7.20
120,LBLD88,1000.00,1.10,1000.00,1000.00,1000.00,25.00,989.10,10.90
121,LEC,186.00,4.49,176.00,186.60,176.00,64382.00,178.00,8.00
122,LEMF,9.69,3.53,9.49,9.69,9.42,294985.00,9.36,0.33
123,LICN,1299.00,1.41,1262.00,1300.00,1262.00,2294.00,1281.00,18.00
124,LLBS,1107.00,4.43,1060.00,1114.00,1050.00,28127.00,1060.00,47.00
125,LSL,156.90,1.95,152.00,156.90,150.00,110289.00,153.90,3.00
126,LVF2,7.95,1.66,7.78,7.95,7.78,600.00,7.82,0.13
127,MAKAR,380.70,8.18,352.00,380.70,352.00,21417.00,351.90,28.80
128,MANDU,966.70,9.99,861.50,966.70,829.10,49970.00,878.90,87.80
129,MBJC,291.00,1.75,285.00,295.00,283.90,20348.00,286.00,5.00
130,MBL,170.80,-0.12,173.00,173.00,167.60,41140.00,171.00,-0.20
131,MBLD87,1000.00,1.81,992.00,1000.00,992.00,50.00,982.20,17.80
132,MCHL,379.00,4.12,371.20,383.80,362.60,11837.00,364.00,15.00
133,MDB,474.90,2.13,463.00,490.00,460.00,79052.00,465.00,9.90
134,MEHL,311.00,2.98,296.00,314.90,296.00,23571.00,302.00,9.00
135,MEL,235.00,2.62,230.00,237.60,226.20,77764.00,229.00,6.00
136,MEN,546.70,4.33,519.10,554.00,519.10,70993.00,524.00,22.70
137,MERO,693.00,3.43,675.00,704.00,670.00,38857.00,670.00,23.00
138,MFIL,505.00,-0.04,509.90,513.40,505.00,21884.00,505.20,-0.20
139,MFLD85,1015.00,0.22,1031.00,1033.00,1015.00,85.00,1012.80,2.20
140,MHCL,389.00,7.76,360.00,397.00,360.00,31370.00,361.00,28.00
141,MHL,409.00,4.87,390.00,409.00,390.00,4938.00,390.00,19.00
142,MHNL,237.00,3.95,232.50,237.00,226.00,19994.00,228.00,9.00
143,MKCL,854.90,0.58,851.00,859.00,840.00,8943.00,850.00,4.90
144,MKHC,315.90,3.24,300.00,324.30,300.00,32615.00,306.00,9.90
145,MKHL,425.00,1.67,418.00,435.00,416.00,21045.00,418.00,7.00
146,MKJC,449.00,5.65,425.00,459.00,422.00,5651.00,425.00,24.00
147,MKLB,1066.10,3.11,1014.00,1137.10,1014.00,15737.00,1033.90,32.20
148,MLBBL,1299.90,6.64,1216.00,1300.00,1214.10,13880.00,1219.00,80.90
149,MLBL,334.10,0.33,339.00,339.00,331.00,40793.00,333.00,1.10
150,MLBS,1331.90,9.98,1188.00,1332.10,1188.00,24858.00,1211.00,120.90
151,MLBSL,1778.00,3.07,1705.00,1780.00,1702.00,3060.00,1725.00,53.00
152,MMF1,7.23,-2.17,7.25,7.30,7.11,23209.00,7.39,-0.16
153,MMKJL,450.00,0.25,440.00,457.00,432.00,28256.00,448.90,1.10
154,MNBBL,354.00,1.14,355.20,355.20,350.00,20871.00,350.00,4.00
155,MPFL,445.30,0.72,449.90,450.00,441.00,32021.00,442.10,3.20
156,MSHL,630.10,2.11,615.00,648.00,615.00,2895.00,617.10,13.00
157,MSLB,1238.00,5.63,1195.40,1265.80,1180.00,2454.00,1172.00,66.00
158,NABBC,514.30,2.76,510.50,530.00,503.10,42394.00,500.50,13.80
159,NABIL,433.50,0.63,435.50,435.50,430.00,35940.00,430.80,2.70
160,NADEP,789.80,5.31,765.00,793.00,750.00,34058.00,750.00,39.80
161,NBF2,8.10,0.00,8.24,8.24,8.10,7500.00,8.10,0.00
162,NBF3,7.30,0.97,7.11,7.30,7.06,34747.00,7.23,0.07
163,NBL,204.00,-1.35,210.90,210.90,202.10,29565.00,206.80,-2.80
164,NBLD85,980.10,-1.45,980.10,980.10,980.10,30.00,994.50,-14.40
165,NCCD86,1046.60,1.61,1035.00,1046.60,1035.00,500.00,1030.00,16.60
166,NESDO,1869.00,5.30,1800.00,1881.00,1764.00,8175.00,1775.00,94.00
167,NFS,535.00,0.45,522.00,542.00,522.00,106535.00,532.60,2.40
168,NGPL,309.80,2.92,303.00,310.00,302.60,77381.00,301.00,8.80
169,NHDL,447.00,5.90,428.00,448.00,428.00,38137.00,422.10,24.90
170,NHPC,148.60,2.41,145.10,150.00,143.40,74581.00,145.10,3.50
171,NIBD2082,1069.10,-2.01,1069.20,1069.20,1056.00,145.00,1091.00,-21.90
172,NIBLGF,7.95,0.38,7.78,7.95,7.78,800.00,7.92,0.03
173,NIBSF2,7.91,0.13,8.00,8.00,7.91,7375.00,7.90,0.01
174,NICA,365.50,0.69,368.10,369.00,356.80,47874.00,363.00,2.50
175,NICAD8283,1144.00,1.46,1144.00,1144.00,1144.00,25.00,1127.50,16.50
176,NICAD85/86,1021.10,0.11,1021.10,1021.10,1021.10,25.00,1020.00,1.10
177,NICBF,9.02,2.50,8.85,9.02,8.85,21725.00,8.80,0.22
178,NICFC,8.60,1.18,8.33,8.60,8.33,1800.00,8.50,0.10
179,NICGF,9.56,3.91,9.20,9.56,9.20,2200.00,9.20,0.36
180,NICGF2,7.65,-1.80,7.64,7.91,7.64,4125.00,7.79,-0.14
181,NICL,845.00,0.26,850.00,852.80,840.00,21451.00,842.80,2.20
182,NICLBSL,656.00,3.11,648.90,668.90,638.00,22375.00,636.20,19.80
183,NICSF,8.80,1.50,8.50,8.80,8.50,10400.00,8.67,0.13
184,NIFRA,202.00,1.00,200.00,204.00,196.30,44812.00,200.00,2.00
185,NIL,799.90,1.13,800.00,805.00,790.00,10841.00,791.00,8.90
186,NIMB,157.90,0.77,159.00,159.80,154.00,63685.00,156.70,1.20
187,NIMBD90,1052.70,0.07,1073.00,1073.00,1052.70,76.00,1052.00,0.70
188,NIMBPO,136.00,1.49,131.50,136.00,130.00,1625.00,134.00,2.00
189,NLG,755.80,0.35,750.10,770.00,750.00,10704.00,753.20,2.60
190,NLIC,589.00,1.90,583.90,590.00,577.00,19178.00,578.00,11.00
191,NLICL,549.00,0.92,543.00,550.00,539.30,10550.00,544.00,5.00
192,NMB,179.90,1.70,180.00,180.00,173.00,45568.00,176.90,3.00
193,NMB50,9.37,-3.30,9.50,9.50,9.37,37800.00,9.69,-0.32
194,NMBD2085,1040.00,1.71,1040.00,1040.00,1040.00,25.00,1022.50,17.50
195,NMBD87/88,1000.00,0.00,1000.00,1000.00,1000.00,130.00,1000.00,0.00
196,NMBMF,669.80,3.20,659.80,683.00,650.00,34479.00,649.00,20.80
197,NMFBS,1320.00,2.96,1275.00,1320.00,1273.00,6488.00,1282.00,38.00
198,NRIC,694.00,1.31,680.00,695.00,678.00,9641.00,685.00,9.00
199,NRM,359.90,1.67,355.00,360.90,350.40,20214.00,354.00,5.90
200,NRN,505.50,0.12,506.00,514.90,501.00,25101.00,504.90,0.60
201,NSIF2,9.35,0.00,9.17,9.35,9.17,400.00,9.35,0.00
202,NTC,832.00,1.09,823.00,833.90,817.30,19903.00,823.00,9.00
203,NUBL,671.00,3.07,655.00,674.90,655.00,18718.00,651.00,20.00
204,NWCL,733.80,-0.84,737.00,737.00,721.00,14660.00,740.00,-6.20
205,NYADI,291.00,2.46,281.00,295.00,281.00,7296.00,284.00,7.00
206,OHL,798.60,5.80,767.90,798.60,750.10,11866.00,754.80,43.80
207,PBD85,1000.00,0.10,999.00,1000.00,999.00,35.00,999.00,1.00
208,PBD88,1055.00,1.05,1060.00,1064.00,1055.00,225.00,1044.00,11.00
209,PBLD84,1050.00,1.94,1049.00,1050.00,1049.00,500.00,1030.00,20.00
210,PBLD86,1069.00,1.96,1067.00,1069.00,1067.00,105.00,1048.50,20.50
211,PCBL,197.90,0.46,193.10,201.00,193.10,71915.00,197.00,0.90
212,PFL,667.00,0.30,651.70,673.00,647.00,92375.00,665.00,2.00
213,PHCL,298.00,3.83,284.00,299.00,284.00,26791.00,287.00,11.00
214,PMHPL,229.00,4.09,219.20,229.90,219.20,7565.00,220.00,9.00
215,PMLI,508.00,0.71,510.00,514.00,503.80,6567.00,504.40,3.60
216,PPCL,234.00,1.52,227.00,235.00,227.00,10989.00,230.50,3.50
217,PPL,560.00,7.69,522.00,560.00,522.00,128036.00,520.00,40.00
218,PRIN,791.00,1.15,777.00,795.00,777.00,8168.00,782.00,9.00
219,PROFL,340.20,-0.53,347.90,347.90,338.20,24978.00,342.00,-1.80
220,PRSF,8.54,0.23,8.35,8.54,8.35,42100.00,8.52,0.02
221,PRVU,141.50,-0.91,145.60,145.60,139.00,70637.00,142.80,-1.30
222,PSF,8.50,-1.51,8.49,8.63,8.41,7450.00,8.63,-0.13
223,RADHI,236.00,3.55,232.40,239.60,229.10,44900.00,227.90,8.10
224,RAWA,478.00,2.80,473.00,489.00,460.50,10765.00,465.00,13.00
225,RBBD83,1005.00,0.50,1005.00,1005.00,1005.00,50.00,1000.00,5.00
226,RBCL,13390.00,0.68,13200.00,13430.00,13200.00,339.00,13300.00,90.00
227,RBCLPO,10798.00,4.89,10499.00,10800.00,10499.00,290.00,10295.00,503.00
228,RFPL,347.30,5.43,322.90,353.80,322.90,68142.00,329.40,17.90
229,RHGCL,375.00,6.23,356.00,375.20,356.00,98248.00,353.00,22.00
230,RHPL,268.00,1.02,265.00,268.60,263.50,25829.00,265.30,2.70
231,RIDI,165.60,1.16,160.50,170.00,154.50,461013.00,163.70,1.90
232,RLFL,393.00,1.45,389.90,397.00,388.80,65230.00,387.40,5.60
233,RMF1,7.70,2.12,7.56,7.74,7.56,6000.00,7.54,0.16
234,RMF2,8.70,0.12,8.69,8.86,8.65,2500.00,8.69,0.01
235,RNLI,432.40,0.32,437.00,437.00,428.00,26837.00,431.00,1.40
236,RSDC,716.00,0.56,698.00,739.00,698.00,109763.00,712.00,4.00
237,RURU,557.50,9.98,517.00,557.50,511.10,103685.00,506.90,50.60
238,SABSL,890.00,5.20,860.00,897.60,860.00,16061.00,846.00,44.00
239,SADBL,325.00,2.52,319.00,327.20,318.40,153735.00,317.00,8.00
240,SAEF,9.94,1.84,9.93,9.95,9.80,38600.00,9.76,0.18
241,SAGF,8.66,1.05,8.73,8.73,8.56,600.00,8.57,0.09
242,SAHAS,510.00,3.76,488.00,520.00,488.00,15439.00,491.50,18.50
243,SALICO,705.00,5.22,681.80,723.00,675.00,14550.00,670.00,35.00
244,SAMAJ,2299.00,10.00,2090.00,2299.00,2090.00,6828.00,2090.00,209.00
245,SANIMA,240.00,0.42,243.00,243.70,238.00,60222.00,239.00,1.00
246,SAPDBL,331.00,-1.46,341.00,341.00,330.30,43895.00,335.90,-4.90
247,SARBTM,770.00,0.65,779.00,779.00,765.00,22078.00,765.00,5.00
248,SBCF,7.90,1.94,7.70,7.90,7.70,15450.00,7.75,0.15
249,SBD87,998.00,1.83,994.00,998.00,994.00,35.00,980.10,17.90
250,SBI,281.60,-0.85,289.60,289.60,281.50,10827.00,284.00,-2.40
251,SBIBD86,1061.20,2.00,1061.20,1061.20,1061.20,25.00,1040.40,20.80
252,SBID83,1041.00,-0.01,1043.00,1043.00,1041.00,200.00,1041.10,-0.10
253,SBID89,1007.10,0.04,1006.00,1007.20,1006.00,75.00,1006.70,0.40
254,SBL,229.20,0.17,231.40,231.40,225.00,44431.00,228.80,0.40
255,SBLD89,1090.00,1.49,1095.00,1095.00,1077.00,150.00,1074.00,16.00
256,SCB,544.00,0.70,536.00,556.90,536.00,39921.00,540.20,3.80
257,SCBD,1060.00,2.90,1035.00,1060.00,1035.00,175.00,1030.10,29.90
258,SDBD87,1005.00,-1.76,1002.60,1005.00,1002.60,75.00,1023.00,-18.00
259,SDLBSL,972.00,4.53,948.00,982.90,937.00,30187.00,929.90,42.10
260,SEF,8.15,-1.81,8.15,8.24,8.10,25175.00,8.30,-0.15
261,SFCL,345.00,0.29,337.20,352.80,337.20,25102.00,344.00,1.00
262,SFEF,7.66,0.00,7.66,7.80,7.66,950.00,7.66,0.00
263,SGHC,320.00,1.62,310.20,322.90,310.20,16179.00,314.90,5.10
264,SGIC,541.00,1.22,533.30,546.70,533.30,32847.00,534.50,6.50
265,SHEL,156.90,6.01,150.00,160.00,147.60,275169.00,148.00,8.90
266,SHINE,412.00,6.21,395.00,426.00,382.70,291537.00,387.90,24.10
267,SHIVM,498.00,0.85,497.00,499.00,492.20,68713.00,493.80,4.20
268,SHL,444.00,0.07,450.00,452.50,436.60,53596.00,443.70,0.30
269,SHLB,1560.00,3.31,1540.20,1660.00,1515.00,13946.00,1510.00,50.00
270,SHPC,330.10,0.95,328.00,331.00,324.00,41943.00,327.00,3.10
271,SICL,690.00,0.44,695.00,696.70,683.10,11295.00,687.00,3.00
272,SIFC,422.00,-0.71,425.90,430.00,419.10,25154.00,425.00,-3.00
273,SIGS2,7.94,-0.13,7.94,7.94,7.94,1300.00,7.95,-0.01
274,SIGS3,8.95,0.56,8.73,8.95,8.70,1500.00,8.90,0.05
275,SIKLES,500.20,1.05,492.00,525.10,490.00,2582.00,495.00,5.20
276,SINDU,395.00,1.02,391.00,397.00,388.00,21115.00,391.00,4.00
277,SJCL,269.00,0.75,263.50,270.00,262.00,7914.00,267.00,2.00
278,SJLIC,416.00,1.66,412.00,420.00,411.10,16538.00,409.20,6.80
279,SKBBL,818.00,2.25,800.00,825.00,800.00,19555.00,800.00,18.00
280,SLBBL,768.00,6.22,715.00,775.00,710.10,42824.00,723.00,45.00
281,SLCF,8.10,0.62,8.05,8.10,7.95,25330.00,8.05,0.05
282,SMATA,944.00,1.83,940.00,973.00,922.00,17871.00,927.00,17.00
283,SMB,1587.00,4.75,1525.00,1591.00,1525.00,1753.00,1515.00,72.00
284,SMFBS,1300.00,3.34,1232.90,1325.90,1232.90,4869.00,1258.00,42.00
285,SMH,657.00,0.77,656.00,665.00,655.00,3843.00,652.00,5.00
286,SMHL,442.20,3.22,423.20,445.00,423.20,11540.00,428.40,13.80
287,SMJC,362.10,2.87,346.10,367.00,346.10,21745.00,352.00,10.10
288,SNLI,462.20,1.47,451.00,464.00,450.00,11223.00,455.50,6.70
289,SONA,440.00,0.00,436.60,445.00,436.60,75003.00,440.00,0.00
290,SPC,514.00,5.76,494.90,514.00,485.20,5109.00,486.00,28.00
291,SPDL,239.00,4.05,226.40,239.90,226.40,40366.00,229.70,9.30
292,SPHL,474.00,3.04,460.00,475.00,459.70,3360.00,460.00,14.00
293,SPIL,789.90,2.93,767.00,790.50,767.00,90759.00,767.40,22.50
294,SPL,653.00,2.03,652.00,655.00,642.10,2639.00,640.00,13.00
295,SRLI,442.30,-0.36,437.00,444.00,437.00,7593.00,443.90,-1.60
296,SSHL,164.00,2.50,160.00,165.00,159.00,53531.00,160.00,4.00
297,STC,4320.00,0.00,4350.00,4350.00,4290.00,701.00,4320.00,0.00
298,SWBBL,806.00,4.68,770.00,815.00,768.40,91252.00,770.00,36.00
299,SWMF,810.00,2.53,800.00,825.00,800.00,17850.00,790.00,20.00
300,TAMOR,384.00,6.08,355.00,384.50,355.00,39230.00,362.00,22.00
301,TPC,480.90,5.46,460.00,482.00,455.80,5656.00,456.00,24.90
302,TRH,737.00,0.96,744.00,750.00,730.00,34529.00,730.00,7.00
303,TSHL,514.00,1.38,497.00,516.90,497.00,11139.00,507.00,7.00
304,TVCL,475.00,1.06,479.30,479.30,460.60,10756.00,470.00,5.00
305,UAIL,585.00,4.45,562.00,585.00,562.00,55529.00,560.10,24.90
306,UHEWA,401.00,5.53,381.00,401.00,381.00,24535.00,380.00,21.00
307,ULBSL,1669.80,10.00,1518.00,1669.80,1488.10,9112.00,1518.00,151.80
308,ULHC,342.00,4.59,332.00,343.30,322.00,35824.00,327.00,15.00
309,UMHL,237.00,3.22,229.60,240.00,226.00,25313.00,229.60,7.40
310,UMRH,355.00,5.19,344.00,360.00,336.80,67699.00,337.50,17.50
311,UNHPL,228.70,3.62,222.00,230.00,220.00,35895.00,220.70,8.00
312,UNLB,1854.70,10.00,1715.00,1854.70,1705.00,12551.00,1686.10,168.60
313,UPCL,198.90,4.30,194.50,198.90,193.00,39593.00,190.70,8.20
314,UPPER,167.80,1.88,165.00,168.00,165.00,77611.00,164.70,3.10
315,USHEC,382.00,2.99,365.00,384.00,365.00,29774.00,370.90,11.10
316,USHL,460.00,-0.43,455.60,479.00,454.00,10973.00,462.00,-2.00
317,USLB,2240.00,4.09,2109.00,2281.70,2067.00,19569.00,2152.00,88.00
318,VLBS,885.00,4.14,853.00,900.00,836.10,25666.00,849.80,35.20
319,VLUCL,479.90,5.01,465.00,484.00,456.00,26314.00,457.00,22.90
320,WNLB,1412.00,5.85,1335.00,1413.00,1335.00,6877.00,1334.00,78.00
