SN,Symbol,LTP,%Change,Open,High,Low,Volume,P.Close,Difference
62,GHL,142.40,-1.04,146.60,146.70,142.00,33144.00,143.90,-1.50
63,GIBF1,8.52,1.91,8.20,8.52,8.04,5100.00,8.36,0.16
64,GILB,1123.00,-1.92,1165.00,1167.90,1117.00,18181.00,1145.00,-22.00
65,GLBSL,2004.00,-2.24,2009.00,2088.00,1932.60,8838.00,2050.00,-46.00
66,GLH,204.00,0.49,199.00,205.00,199.00,7026.00,203.00,1.00
67,GMFBS,1159.00,-1.78,1160.10,1180.00,1137.30,729.00,1180.00,-21.00
68,GMFIL,406.80,2.44,403.90,410.00,400.00,95567.00,397.10,9.70
69,GRDBL,438.90,0.67,428.10,453.00,428.10,28515.00,436.00,2.90
70,GUFL,713.00,0.28,725.20,725.20,690.00,61527.00,711.00,2.00
71,GVL,438.00,-0.88,435.00,440.00,429.00,8216.00,441.90,-3.90
72,H8020,8.70,-1.36,8.65,8.77,8.55,64469.00,8.82,-0.12
73,HATHY,816.10,-0.18,821.00,835.00,816.10,12243.00,817.60,-1.50
74,HBL,173.00,1.47,173.90,173.90,169.50,15033.00,170.50,2.50
75,HDHPC,131.00,0.08,132.00,132.00,129.00,64116.00,130.90,0.10
76,HDL,1288.30,-1.27,1320.00,1330.00,1276.00,23884.00,1304.90,-16.60
77,HEI,606.90,5.55,583.00,607.00,583.00,90422.00,575.00,31.90
78,HEIP,362.80,5.16,351.90,365.90,351.60,4878.00,345.00,17.80
79,HHL,337.00,0.90,340.50,344.90,334.20,7634.00,334.00,3.00
80,HIDCL,160.60,-0.25,161.00,162.50,159.50,29365.00,161.00,-0.40
81,HIDCLP,98.40,-0.61,98.10,99.40,98.00,14158.00,99.00,-0.60
82,HLBSL,855.00,1.18,861.90,870.00,814.20,32215.00,845.00,10.00
83,HLI,384.00,1.05,379.00,388.00,379.00,27380.00,380.00,4.00
84,HPPL,248.00,-0.80,250.00,255.00,245.10,9085.00,250.00,-2.00
85,HRL,567.00,1.25,571.20,582.00,566.00,96004.00,560.00,7.00
86,HURJA,276.50,0.18,273.00,287.00,271.00,7866.00,276.00,0.50
87,ICFC,521.00,0.00,522.50,526.00,517.50,26915.00,521.00,0.00
88,ICFCD83,1205.00,0.00,1205.00,1205.00,1205.00,200.00,1205.00,0.00
89,IGI,536.00,1.13,540.60,546.00,530.00,32265.00,530.00,6.00
90,IHL,379.90,-0.42,373.90,385.00,373.90,11082.00,381.50,-1.60
91,ILBS,1365.00,-0.51,1351.00,1368.80,1324.10,25249.00,1372.00,-7.00
92,ILBSP,372.30,2.00,372.30,372.30,372.30,20000.00,365.00,7.30
93,ILI,538.00,0.37,541.00,546.00,537.00,39181.00,536.00,2.00
94,JALPA,1300.00,-2.26,1305.00,1323.00,1280.00,2115.00,1330.00,-30.00
95,JBBD87,990.00,1.02,990.00,990.00,990.00,25.00,980.00,10.00
96,JBBL,295.00,1.03,297.80,299.90,291.00,68136.00,292.00,3.00
97,JBLB,1308.00,-0.68,1319.00,1319.90,1298.00,3262.00,1317.00,-9.00
98,JFL,511.00,-0.97,516.00,528.00,509.00,28449.00,516.00,-5.00
99,JOSHI,312.00,-0.95,320.00,320.00,311.20,37772.00,315.00,-3.00
100,JSLBB,1191.00,-2.62,1225.00,1235.00,1190.80,2066.00,1223.10,-32.10
101,KBL,132.20,0.15,134.60,134.60,130.10,114108.00,132.00,0.20
102,KBSH,1019.00,-0.10,1007.20,1019.00,1007.20,530.00,1020.00,-1.00
103,KDBY,8.55,-0.58,8.50,8.67,8.50,3550.00,8.60,-0.05
104,KDL,806.00,-0.37,825.10,830.00,804.00,6342.00,809.00,-3.00
105,KEF,8.00,0.00,8.00,8.16,8.00,57490.00,8.00,0.00
106,KKHC,219.00,0.92,221.30,230.00,215.00,5968.00,217.00,2.00
107,KLBSL,899.00,-1.09,892.00,899.00,881.00,719.00,908.90,-9.90
108,KMCDB,905.00,-1.74,938.90,938.90,892.00,5120.00,921.00,-16.00
109,KPCL,394.00,1.73,391.00,397.80,385.00,1878.00,387.30,6.70
110,KRBL,436.10,0.48,436.00,452.00,436.00,50284.00,434.00,2.10
111,KSBBL,378.00,2.16,371.00,381.00,371.00,113173.00,370.00,8.00
112,KSY,8.01,0.25,7.95,8.20,7.88,3900.00,7.99,0.02
113,LBBL,377.00,0.53,382.00,382.00,371.70,14676.00,375.00,2.00
114,LBLD88,985.00,0.10,985.00,985.00,985.00,100.00,984.00,1.00
115,LEC,179.00,0.56,181.00,181.00,177.10,21854.00,178.00,1.00
116,LICN,1265.00,1.20,1274.00,1289.00,1255.00,2096.00,1250.00,15.00
117,LLBS,1055.00,-2.31,1058.40,1073.30,1037.30,14026.00,1080.00,-25.00
118,LSL,146.50,0.21,149.10,149.10,143.80,60782.00,146.20,0.30
119,LUK,8.67,2.00,8.34,8.67,8.34,90600.00,8.50,0.17
120,LVF2,7.80,-0.26,7.67,7.82,7.67,1100.00,7.82,-0.02
121,MAKAR,357.00,0.56,352.50,363.20,352.50,25530.00,355.00,2.00
122,MANDU,799.00,-1.36,793.80,801.00,778.20,8210.00,810.00,-11.00
123,MBJC,284.10,-2.00,285.00,288.80,282.50,5648.00,289.90,-5.80
124,MBL,161.70,-0.19,165.20,165.20,158.90,21767.00,162.00,-0.30
125,MBLD87,982.20,1.99,982.20,982.20,982.20,25.00,963.00,19.20
126,MCHL,361.00,0.56,359.00,365.00,355.00,4451.00,359.00,2.00
127,MDB,464.00,2.88,460.00,472.00,453.00,119457.00,451.00,13.00
128,MEHL,305.00,0.66,303.00,310.00,300.00,24849.00,303.00,2.00
129,MEL,230.70,0.30,234.60,234.60,225.00,31487.00,230.00,0.70
130,MEN,524.00,0.77,528.00,528.00,518.00,20697.00,520.00,4.00
131,MERO,666.00,-2.77,693.00,693.00,666.00,9621.00,685.00,-19.00
132,MFIL,507.90,0.53,506.10,514.10,503.00,18750.00,505.20,2.70
133,MHCL,358.00,-1.10,355.40,365.00,355.40,9249.00,362.00,-4.00
134,MHL,390.00,-2.26,406.90,406.90,385.00,3473.00,399.00,-9.00
135,MHNL,228.00,0.00,232.50,232.50,221.50,16110.00,228.00,0.00
136,MKCL,840.00,3.96,821.00,850.00,820.10,8232.00,808.00,32.00
137,MKHC,306.90,-0.36,314.00,318.00,302.00,17758.00,308.00,-1.10
138,MKHL,417.80,-1.69,425.00,425.00,410.00,10303.00,425.00,-7.20
139,MKJC,422.40,-0.61,416.60,441.00,416.50,1324.00,425.00,-2.60
140,MKLB,999.90,-2.07,1039.90,1040.00,985.00,2650.00,1021.00,-21.10
141,MLBBL,1167.50,-1.23,1204.00,1205.00,1167.30,6479.00,1182.00,-14.50
142,MLBL,330.30,1.32,332.50,337.00,326.00,32828.00,326.00,4.30
143,MLBS,1200.00,-5.44,1250.00,1250.00,1200.00,3696.00,1269.00,-69.00
144,MLBSL,1720.00,-0.86,1767.00,1767.00,1700.30,647.00,1735.00,-15.00
145,MMF1,7.00,-3.18,7.36,7.36,7.00,30990.00,7.23,-0.23
146,MMKJL,449.00,-1.73,456.90,459.00,428.00,64009.00,456.90,-7.90
147,MNBBL,348.50,0.93,349.10,370.00,343.20,30044.00,345.30,3.20
148,MPFL,450.00,-2.17,467.00,467.90,446.10,43581.00,460.00,-10.00
149,MSHL,623.40,0.87,606.20,623.40,606.20,1008.00,618.00,5.40
150,MSLB,1187.00,-2.94,1199.00,1215.00,1160.10,533.00,1223.00,-36.00
151,NABBC,455.00,-0.63,464.90,474.00,445.10,45325.00,457.90,-2.90
152,NABIL,422.00,-0.17,421.10,425.00,420.00,44038.00,422.70,-0.70
153,NADEP,763.80,-2.20,765.50,765.50,752.00,15521.00,781.00,-17.20
154,NBF2,8.07,1.00,7.85,8.07,7.85,43200.00,7.99,0.08
155,NBF3,7.31,-0.54,7.30,7.31,7.24,17171.00,7.35,-0.04
156,NBL,202.00,-2.88,203.90,203.90,199.20,32310.00,208.00,-6.00
157,NBLD82,1054.70,1.90,1054.50,1054.70,1054.50,255.00,1035.00,19.70
158,NBLD87,990.50,0.74,990.50,990.50,990.50,25.00,983.20,7.30
159,NESDO,1748.00,-3.45,1775.00,1775.00,1700.00,3840.00,1810.50,-62.50
160,NFS,532.00,-2.92,558.90,560.00,531.00,104801.00,548.00,-16.00
161,NGPL,300.50,0.74,300.00,305.00,299.00,47696.00,298.30,2.20
162,NHDL,419.70,-1.94,436.30,436.50,419.70,3883.00,428.00,-8.30
163,NHPC,144.00,0.77,143.00,145.30,142.10,47001.00,142.90,1.10
164,NIBLGF,7.91,0.13,7.79,8.05,7.79,5395.00,7.90,0.01
165,NIBSF2,7.90,-0.63,7.80,7.90,7.80,14843.00,7.95,-0.05
166,NICA,352.00,0.57,350.00,355.00,347.00,39449.00,350.00,2.00
167,NICAD8283,1127.10,2.00,1127.00,1127.10,1127.00,230.00,1105.00,22.10
168,NICBF,8.80,0.57,8.90,9.00,8.80,265117.00,8.75,0.05
169,NICD83/84,1025.10,0.35,1025.10,1025.10,1025.10,10.00,1021.50,3.60
170,NICFC,8.50,-0.23,8.38,8.52,8.38,4800.00,8.52,-0.02
171,NICGF,9.27,-1.38,9.24,9.27,9.24,3250.00,9.40,-0.13
172,NICGF2,8.00,3.09,7.85,8.06,7.71,5775.00,7.76,0.24
173,NICL,842.00,3.31,831.30,855.70,827.00,82557.00,815.00,27.00
174,NICLBSL,639.80,-2.87,653.10,653.10,635.00,29477.00,658.70,-18.90
175,NICSF,8.62,-0.23,8.50,8.65,8.50,8300.00,8.64,-0.02
176,NIFRA,193.00,0.52,195.80,195.80,190.10,56253.00,192.00,1.00
177,NIFRAUR85/86,889.60,1.99,889.60,889.60,889.60,20.00,872.20,17.40
178,NIL,801.50,1.46,796.60,802.50,786.10,9489.00,790.00,11.50
179,NIMB,150.50,0.33,153.00,153.00,149.20,38134.00,150.00,0.50
180,NIMBD90,1052.00,1.87,1052.00,1053.30,1052.00,64.00,1032.70,19.30
181,NIMBPO,127.00,-0.08,129.60,129.60,127.00,3450.00,127.10,-0.10
182,NLG,754.20,1.18,746.10,764.00,741.00,4700.00,745.40,8.80
183,NLIC,575.00,1.04,580.40,580.40,570.00,18771.00,569.10,5.90
184,NLICL,539.10,0.99,544.40,545.00,533.20,8510.00,533.80,5.30
185,NMB,171.00,0.77,169.00,172.00,168.20,26882.00,169.70,1.30
186,NMB50,9.60,3.23,9.20,9.60,9.20,5719.00,9.30,0.30
187,NMBD87/88,994.60,1.39,975.10,994.60,975.10,50.00,981.00,13.60
188,NMBMF,645.00,-2.27,647.10,660.00,634.10,10901.00,660.00,-15.00
189,NMFBS,1250.00,-1.73,1248.00,1250.00,1233.20,3032.00,1272.00,-22.00
190,NRIC,678.00,0.00,678.10,688.00,670.00,13457.00,678.00,0.00
191,NRM,350.00,2.94,345.00,362.00,340.50,26595.00,340.00,10.00
192,NRN,486.00,-0.25,496.70,496.70,482.00,19508.00,487.20,-1.20
193,NSIF2,9.35,0.54,9.15,9.41,9.15,6000.00,9.30,0.05
194,NTC,812.00,0.62,816.00,819.00,808.00,14214.00,807.00,5.00
195,NUBL,650.30,-2.94,670.00,670.00,650.30,6884.00,670.00,-19.70
196,NWCL,749.00,3.45,720.30,760.00,720.20,21415.00,724.00,25.00
197,NYADI,281.00,-0.35,282.00,285.70,279.00,5148.00,282.00,-1.00
198,OHL,755.60,-1.74,779.90,779.90,740.90,10271.00,769.00,-13.40
199,PBD88,1024.00,0.20,1017.10,1040.00,1017.00,176.00,1022.00,2.00
200,PBLD86,1028.00,0.00,1028.00,1028.00,1028.00,25.00,1028.00,0.00
201,PCBL,193.00,1.05,194.80,194.80,190.10,35760.00,191.00,2.00
202,PFL,656.00,-1.35,678.30,678.30,640.00,121343.00,665.00,-9.00
203,PHCL,284.20,-0.25,280.30,293.50,280.10,10642.00,284.90,-0.70
204,PMHPL,220.00,-0.90,217.60,225.00,217.60,1050.00,222.00,-2.00
205,PMLI,507.00,1.40,500.00,507.00,500.00,12436.00,500.00,7.00
206,PMLIP,275.40,-1.99,275.40,275.40,275.40,21960.00,281.00,-5.60
207,PPCL,225.10,0.54,228.00,229.50,225.10,7877.00,223.90,1.20
208,PPL,514.00,0.59,500.80,520.00,500.80,19309.00,511.00,3.00
209,PRIN,787.00,1.52,783.00,812.00,782.10,31982.00,775.20,11.80
210,PROFL,341.00,-0.73,346.00,354.00,339.00,32880.00,343.50,-2.50
211,PRSF,8.51,1.43,8.23,8.51,8.23,700.00,8.39,0.12
212,PRVU,136.00,1.49,136.60,137.20,134.60,56576.00,134.00,2.00
213,PRVUPO,100.00,0.00,100.00,100.00,100.00,84882.00,100.00,0.00
214,PSF,8.60,-1.04,8.60,8.68,8.60,10000.00,8.69,-0.09
215,RADHI,228.00,-0.83,227.00,234.00,226.10,15312.00,229.90,-1.90
216,RAWA,474.00,-0.48,468.00,474.00,461.00,615.00,476.30,-2.30
217,RBCL,13100.00,2.06,13092.50,13354.30,12901.00,400.00,12836.00,264.00
218,RBCLPO,10300.00,1.08,10390.00,10393.00,10300.00,76.00,10190.00,110.00
219,RFPL,338.00,0.69,330.00,340.00,329.10,17839.00,335.70,2.30
220,RHGCL,347.00,4.80,337.70,347.00,332.10,75066.00,331.10,15.90
221,RHPL,269.00,1.51,265.00,270.00,261.10,6640.00,265.00,4.00
222,RIDI,162.90,0.00,162.00,164.90,162.00,16798.00,162.90,0.00
223,RLFL,388.00,-0.18,390.00,397.00,385.20,81109.00,388.70,-0.70
224,RMF1,7.72,-1.91,7.72,7.72,7.72,1100.00,7.87,-0.15
225,RMF2,8.52,1.91,8.20,8.52,8.20,2225.00,8.36,0.16
226,RNLI,427.10,1.45,421.00,435.00,421.00,34083.00,421.00,6.10
227,RSDC,724.90,-4.42,744.00,749.00,718.10,66430.00,758.40,-33.50
228,RURU,503.50,0.16,500.30,510.00,500.30,21248.00,502.70,0.80
229,SABSL,823.60,-1.95,835.00,841.90,815.10,7080.00,840.00,-16.40
230,SADBL,318.10,1.99,312.00,326.40,311.00,328418.00,311.90,6.20
231,SAEF,9.87,-0.30,9.76,9.89,9.72,23710.00,9.90,-0.03
232,SAGF,8.56,-1.27,8.60,8.60,8.56,500.00,8.67,-0.11
233,SAHAS,486.80,0.58,485.00,493.00,485.00,7027.00,484.00,2.80
234,SALICO,660.00,4.02,646.90,672.10,644.90,18590.00,634.50,25.50
235,SAMAJ,1900.00,-2.96,1994.80,1994.80,1900.00,860.00,1958.00,-58.00
236,SANIMA,235.10,1.34,236.60,240.00,232.00,74015.00,232.00,3.10
237,SAPDBL,331.10,0.95,328.00,340.00,325.50,47334.00,328.00,3.10
238,SARBTM,772.10,3.61,747.00,784.90,743.00,69237.00,745.20,26.90
239,SBCF,7.66,-1.16,7.60,7.75,7.60,23022.00,7.75,-0.09
240,SBI,271.40,0.44,270.00,278.80,270.00,7449.00,270.20,1.20
241,SBID83,1055.00,0.00,1055.00,1055.00,1055.00,30.00,1055.00,0.00
242,SBID89,987.00,0.30,981.30,987.00,981.30,50.00,984.00,3.00
243,SBL,223.00,1.36,224.40,225.00,219.50,50226.00,220.00,3.00
244,SBLD2082,1050.00,-1.96,1052.00,1052.00,1050.00,110.00,1071.00,-21.00
245,SBLD89,1074.00,-1.71,1075.70,1075.70,1074.00,50.00,1092.70,-18.70
246,SCB,523.50,1.65,515.00,523.50,513.00,21057.00,515.00,8.50
247,SDLBSL,891.00,-2.09,910.00,923.80,880.00,11758.00,910.00,-19.00
248,SEF,7.85,0.13,7.80,7.85,7.70,10800.00,7.84,0.01
249,SFCL,344.00,-1.99,357.00,358.00,342.30,34182.00,351.00,-7.00
250,SFEF,7.70,-1.28,7.75,7.85,7.70,800.00,7.80,-0.10
251,SFMF,9.92,1.95,9.56,9.92,9.54,133195.00,9.73,0.19
252,SGHC,314.00,-0.32,311.40,319.00,309.00,6288.00,315.00,-1.00
253,SGIC,541.00,2.27,529.00,550.00,529.00,77241.00,529.00,12.00
254,SHEL,149.00,0.00,151.50,151.50,143.50,106273.00,149.00,0.00
255,SHINE,392.50,-0.23,396.90,410.00,387.00,66078.00,393.40,-0.90
256,SHIVM,499.40,0.69,494.00,502.10,481.00,156056.00,496.00,3.40
257,SHL,444.00,-3.69,470.20,470.20,436.10,146954.00,461.00,-17.00
258,SHLB,1372.80,10.00,1272.90,1372.80,1272.90,23260.00,1248.00,124.80
259,SHPC,326.10,0.65,319.20,326.10,319.20,22198.00,324.00,2.10
260,SICL,686.90,1.01,691.90,693.90,683.00,11266.00,680.00,6.90
261,SIFC,426.00,-2.96,440.00,443.70,424.00,53892.00,439.00,-13.00
262,SIGS2,7.90,0.00,7.90,7.90,7.90,100.00,7.90,0.00
263,SIKLES,497.80,1.16,501.80,501.80,485.10,4640.00,492.10,5.70
264,SINDU,387.10,-1.25,399.00,402.00,387.10,24990.00,392.00,-4.90
265,SJCL,264.10,-0.15,264.50,273.00,260.00,4994.00,264.50,-0.40
266,SJLIC,410.80,2.21,404.00,414.00,403.30,22797.00,401.90,8.90
267,SJLICP,480.00,0.00,383.00,480.00,100.00,520.00,318.34,0.00
268,SKBBL,802.00,-0.87,809.00,809.00,797.00,14877.00,809.00,-7.00
269,SLBBL,711.00,-3.00,733.00,733.00,711.00,12472.00,733.00,-22.00
270,SLCF,7.96,-0.50,8.00,8.00,7.95,15950.00,8.00,-0.04
271,SMATA,920.00,-1.08,920.00,948.00,893.20,35535.00,930.00,-10.00
272,SMB,1500.00,4.17,1440.00,1518.70,1414.00,2672.00,1440.00,60.00
273,SMFBS,1240.00,-0.17,1266.80,1266.80,1218.00,2008.00,1242.10,-2.10
274,SMH,653.80,1.33,658.00,670.00,641.00,1866.00,645.20,8.60
275,SMHL,429.00,0.59,435.00,435.00,421.50,11331.00,426.50,2.50
276,SMJC,349.00,-0.68,346.10,354.00,346.10,15591.00,351.40,-2.40
277,SNLI,458.00,0.66,447.50,460.50,447.20,23718.00,455.00,3.00
278,SONA,443.60,1.81,430.00,454.00,422.10,182472.00,435.70,7.90
279,SPC,485.00,3.19,470.00,495.00,464.00,2749.00,470.00,15.00
280,SPDL,232.70,2.06,232.50,246.00,224.10,45317.00,228.00,4.70
281,SPHL,468.00,3.27,460.00,474.80,451.00,1856.00,453.20,14.80
282,SPIL,765.00,3.52,742.00,767.00,742.00,69470.00,739.00,26.00
283,SPL,640.10,-0.91,650.00,650.00,640.10,1756.00,646.00,-5.90
284,SRBLD83,1040.00,0.00,1040.00,1040.00,1040.00,20.00,1040.00,0.00
285,SRLI,439.00,3.05,430.00,445.00,430.00,18749.00,426.00,13.00
286,SSHL,160.00,0.95,161.00,161.00,156.20,11878.00,158.50,1.50
287,STC,4340.00,1.52,4290.00,4355.00,4290.00,809.00,4275.00,65.00
288,SWBBL,763.00,-1.22,760.70,772.40,758.10,7677.00,772.40,-9.40
289,SWMF,795.90,-0.76,790.10,808.90,771.00,5270.00,802.00,-6.10
290,TAMOR,353.80,-0.34,350.00,358.00,350.00,9977.00,355.00,-1.20
291,TPC,460.10,-1.27,460.00,497.00,460.00,3423.00,466.00,-5.90
292,TRH,737.00,-1.34,758.00,759.00,736.00,15016.00,747.00,-10.00
293,TSHL,508.00,-2.31,509.60,529.00,490.00,8939.00,520.00,-12.00
294,TVCL,461.00,2.44,445.00,470.00,437.20,41332.00,450.00,11.00
295,UAIL,564.40,5.69,544.00,564.40,542.00,59652.00,534.00,30.40
296,UHEWA,378.00,-1.82,377.30,407.00,374.00,6155.00,385.00,-7.00
297,ULBSL,1499.00,1.35,1449.50,1507.50,1430.10,1894.00,1479.00,20.00
298,ULHC,324.00,1.06,320.00,331.00,317.00,14349.00,320.60,3.40
299,UMHL,227.00,0.40,224.00,230.00,223.10,21150.00,226.10,0.90
300,UMRH,335.00,1.52,335.00,347.00,331.10,9100.00,330.00,5.00
301,UNHPL,215.00,-0.46,219.00,220.00,212.60,19959.00,216.00,-1.00
302,UNL,39500.00,2.86,39100.00,39882.00,39000.00,64.00,38400.00,1100.00
303,UNLB,1654.90,-1.73,1697.00,1697.00,1651.10,2468.00,1684.00,-29.10
304,UPCL,190.90,1.01,190.00,192.00,186.20,29885.00,189.00,1.90
305,UPPER,162.50,0.99,162.00,164.00,161.90,91692.00,160.90,1.60
306,USHEC,372.00,0.03,370.00,372.00,362.60,8426.00,371.90,0.10
307,USHL,460.00,1.97,452.10,463.40,452.10,750.00,451.10,8.90
308,USLB,2163.40,7.52,2000.00,2163.40,2000.00,26929.00,2012.00,151.40
309,VLBS,824.50,-2.76,854.00,854.00,810.00,10252.00,847.90,-23.40
310,VLUCL,454.00,1.50,456.00,457.90,448.50,9087.00,447.30,6.70
311,WNLB,1300.00,-2.26,1330.00,1330.00,1300.00,1325.00,1330.00,-30.00
