SN,Symbol,LTP,%Change,Open,High,Low,Volume,P.Close,Difference
26,CBBL,856.70,-0.73,868.00,875.00,855.00,21817.00,863.00,-6.30
27,CBLD88,1069.00,1.95,1060.00,1069.00,1060.00,225.00,1048.60,20.40
28,CCBD88,1052.00,-0.28,1052.00,1052.00,1052.00,38.00,1055.00,-3.00
29,CFCL,387.00,-0.26,388.00,392.70,382.60,18888.00,388.00,-1.00
30,CGH,800.00,0.50,811.00,811.00,794.00,15662.00,796.00,4.00
31,CHCL,448.10,-0.18,450.00,456.00,447.80,49360.00,448.90,-0.80
32,CHDC,827.00,-1.11,849.00,849.00,812.60,229490.00,836.30,-9.30
33,CHL,336.00,7.35,317.90,344.30,314.00,119761.00,313.00,23.00
34,CIT,2166.00,2.03,2102.50,2170.00,2102.50,23237.00,2123.00,43.00
35,CITY,601.00,0.17,611.90,614.30,600.10,18332.00,600.00,1.00
36,CIZBD90,1074.50,3.82,1055.00,1075.00,1053.50,387.00,1035.00,39.50
37,CKHL,555.00,2.59,551.80,560.00,540.00,19239.00,541.00,14.00
38,CLI,481.00,-0.60,488.00,493.50,478.30,126558.00,483.90,-2.90
39,CMF1,9.11,3.41,8.98,9.29,8.98,1655.00,8.81,0.30
40,CMF2,8.37,-1.30,8.32,8.37,8.16,145375.00,8.48,-0.11
41,CORBL,475.00,0.02,484.30,493.90,475.00,4940.00,474.90,0.10
42,CYCL,1597.00,-0.44,1572.10,1631.00,1540.00,14686.00,1604.10,-7.10
43,CZBIL,172.00,4.88,167.20,175.90,165.00,114601.00,164.00,8.00
44,DDBL,758.80,-1.45,779.90,780.00,750.00,22198.00,770.00,-11.20
45,DHPL,198.20,0.10,197.00,201.50,196.00,15706.00,198.00,0.20
46,DLBS,1290.00,-3.73,1350.00,1356.00,1275.00,9441.00,1340.00,-50.00
47,DOLTI,405.00,3.82,391.60,420.00,391.60,20543.00,390.10,14.90
48,DORDI,415.00,3.23,410.00,416.00,402.10,28659.00,402.00,13.00
49,EBL,532.00,2.90,527.00,544.00,522.00,103898.00,517.00,15.00
50,EBLD85,1083.00,-3.90,1105.00,1105.00,1083.00,25.00,1127.00,-44.00
51,EBLD86,981.00,-1.90,981.00,981.00,981.00,25.00,1000.00,-19.00
52,EDBL,391.00,-1.01,396.50,400.00,388.00,38543.00,395.00,-4.00
53,EHPL,449.90,0.02,455.00,455.00,441.00,6008.00,449.80,0.10
54,ENL,850.00,-1.73,881.00,881.00,840.00,4409.00,865.00,-15.00
55,FMDBL,710.00,2.16,700.00,728.20,686.00,190684.00,695.00,15.00
56,FOWAD,1279.00,-1.69,1320.00,1320.00,1265.00,16156.00,1301.00,-22.00
57,GBBD85,1000.00,0.00,1000.00,1000.10,1000.00,349.00,1000.00,0.00
58,GBBL,370.10,1.12,370.50,378.00,367.10,36591.00,366.00,4.10
59,GBILD86/87,990.00,0.51,990.00,990.00,990.00,25.00,985.00,5.00
60,GBIME,186.50,3.04,184.60,192.00,178.50,320341.00,181.00,5.50
61,GBIMEP,100.00,0.00,100.00,100.00,100.00,10802.00,100.00,0.00
62,GBLBS,780.00,-2.26,798.00,810.00,775.00,24024.00,798.00,-18.00
63,GCIL,496.10,-1.37,513.00,513.00,494.10,55810.00,503.00,-6.90
64,GFCL,458.00,-2.07,473.00,473.00,457.00,12984.00,467.70,-9.70
65,GHL,151.00,-0.53,153.50,153.50,150.10,112434.00,151.80,-0.80
66,GIBF1,8.63,4.10,8.29,8.63,8.29,3900.00,8.29,0.34
67,GILB,1220.00,-1.53,1216.00,1265.10,1204.50,20270.00,1239.00,-19.00
68,GLBSL,1913.00,-4.35,1973.00,1998.90,1911.00,5543.00,2000.00,-87.00
69,GLH,207.00,0.00,207.00,213.00,207.00,19457.00,207.00,0.00
70,GMFBS,1327.00,0.53,1320.00,1372.90,1294.50,4344.00,1320.00,7.00
71,GMFIL,395.00,-0.75,400.00,405.00,393.20,33990.00,398.00,-3.00
72,GRDBL,434.90,-0.02,443.70,443.70,428.00,20602.00,435.00,-0.10
73,GUFL,670.00,-1.90,670.00,696.00,668.10,72783.00,683.00,-13.00
74,GVL,449.00,0.67,440.00,460.00,440.00,10357.00,446.00,3.00
75,H8020,8.70,0.81,8.63,8.87,8.60,1250.00,8.63,0.07
76,HATHY,859.00,2.62,835.00,868.00,835.00,52955.00,837.10,21.90
77,HBL,191.00,5.52,181.00,195.50,180.00,80489.00,181.00,10.00
78,HDHPC,134.20,0.90,133.00,137.40,133.00,89907.00,133.00,1.20
79,HDL,1313.00,0.69,1319.00,1320.00,1310.00,26496.00,1304.00,9.00
80,HEI,625.00,-2.33,650.00,652.00,625.00,58568.00,639.90,-14.90
81,HEIP,373.00,-1.32,383.60,383.60,363.00,3130.00,378.00,-5.00
82,HHL,365.00,2.82,362.00,372.50,347.10,21946.00,355.00,10.00
83,HIDCL,169.40,1.56,169.90,173.50,166.00,146675.00,166.80,2.60
84,HIDCLP,99.40,-0.10,99.60,100.00,99.00,22905.00,99.50,-0.10
85,HLBSL,1160.00,0.87,1130.00,1160.00,1069.20,88775.00,1150.00,10.00
86,HLI,411.00,-0.82,420.00,420.00,408.00,139147.00,414.40,-3.40
87,HPPL,262.00,1.16,262.40,262.40,257.10,16649.00,259.00,3.00
88,HRL,583.00,0.15,581.00,592.00,579.00,157780.00,582.10,0.90
89,HURJA,286.00,0.78,286.00,289.40,282.00,45814.00,283.80,2.20
90,ICFC,510.00,-0.78,519.00,519.90,509.00,32450.00,514.00,-4.00
91,IGI,553.50,-1.69,571.90,580.00,551.00,91956.00,563.00,-9.50
92,IHL,397.80,3.03,390.00,401.00,388.00,49079.00,386.10,11.70
93,ILBS,1439.00,5.64,1388.00,1492.00,1388.00,57347.00,1362.20,76.80
94,ILI,562.20,-0.32,575.20,575.20,562.00,84495.00,564.00,-1.80
95,JALPA,1515.00,-4.11,1585.00,1670.00,1513.00,6906.00,1580.00,-65.00
96,JBBD87,965.00,-3.50,965.00,965.00,965.00,25.00,1000.00,-35.00
97,JBBL,297.90,0.34,301.00,301.30,296.40,57990.00,296.90,1.00
98,JBLB,1425.00,-1.72,1440.00,1503.00,1418.00,17837.00,1450.00,-25.00
99,JFL,491.00,-3.35,502.00,512.00,490.20,42445.00,508.00,-17.00
100,JOSHI,307.00,-1.29,313.90,316.00,302.00,56176.00,311.00,-4.00
101,JSLBB,1400.00,-2.45,1460.00,1475.00,1390.00,5843.00,1435.10,-35.10
102,KBL,144.30,3.96,141.50,148.50,136.50,443058.00,138.80,5.50
103,KBSH,1075.00,-1.83,1095.00,1109.00,1052.20,1002.00,1095.00,-20.00
104,KDBY,8.69,-0.80,8.59,8.88,8.59,9500.00,8.76,-0.07
105,KDL,866.00,5.22,839.40,899.00,823.00,33711.00,823.00,43.00
106,KEF,8.49,0.35,8.59,8.59,8.26,134860.00,8.46,0.03
107,KKHC,223.50,-0.13,223.00,227.00,223.00,14393.00,223.80,-0.30
108,KLBSL,1007.00,-1.27,1025.00,1035.00,994.90,5122.00,1020.00,-13.00
109,KMCDB,933.00,-1.63,962.00,981.00,930.00,12736.00,948.50,-15.50
110,KPCL,412.00,-0.72,420.00,420.00,412.00,7252.00,415.00,-3.00
111,KRBL,429.80,-0.97,440.00,440.00,425.00,37042.00,434.00,-4.20
112,KSBBL,378.00,1.18,366.20,385.00,366.20,57482.00,373.60,4.40
113,KSBBLD87,1026.00,1.88,1006.00,1026.00,1006.00,150.00,1007.10,18.90
114,KSY,8.21,1.99,8.00,8.53,8.00,2400.00,8.05,0.16
115,LBBL,387.00,0.52,385.00,396.80,385.00,113878.00,385.00,2.00
116,LBLD86,1040.00,-0.48,1040.00,1040.00,1040.00,25.00,1045.00,-5.00
117,LEC,184.00,0.77,181.20,189.20,181.20,82114.00,182.60,1.40
118,LEMF,9.70,0.41,9.62,9.70,9.62,36900.00,9.66,0.04
119,LICN,1372.00,0.81,1364.00,1387.00,1355.00,7161.00,1361.00,11.00
120,LLBS,1099.00,-2.31,1103.00,1147.00,1082.40,12396.00,1125.00,-26.00
121,LSL,166.70,2.90,164.30,173.40,162.00,212691.00,162.00,4.70
122,LUK,8.82,1.97,8.53,8.82,8.50,51971.00,8.65,0.17
123,LVF2,8.10,2.27,7.86,8.10,7.86,860.00,7.92,0.18
124,MAKAR,369.90,1.07,363.00,373.30,362.60,30731.00,366.00,3.90
125,MANDU,874.00,0.52,855.00,885.00,855.00,25737.00,869.50,4.50
126,MBJC,300.00,2.25,297.50,305.00,288.00,31473.00,293.40,6.60
127,MBL,182.80,4.58,175.00,187.40,175.00,102409.00,174.80,8.00
128,MBLD2085,1045.00,0.00,1045.00,1045.00,1045.00,25.00,1045.00,0.00
129,MCHL,374.00,1.08,370.00,383.00,370.00,9252.00,370.00,4.00
130,MDB,488.00,-1.21,500.00,500.00,483.20,50153.00,494.00,-6.00
131,MEHL,312.00,0.97,303.10,318.90,303.10,31326.00,309.00,3.00
132,MEL,227.30,-1.17,234.60,238.00,227.00,49177.00,230.00,-2.70
133,MEN,585.00,5.05,568.00,585.00,558.10,138553.00,556.90,28.10
134,MERO,695.00,-1.97,718.00,733.00,695.00,23078.00,709.00,-14.00
135,MFIL,511.00,0.20,519.80,519.80,507.00,28238.00,510.00,1.00
136,MFLD85,1020.00,0.39,1005.00,1020.00,1005.00,105.00,1016.00,4.00
137,MHCL,383.90,-1.31,385.50,396.00,382.00,13442.00,389.00,-5.10
138,MHL,427.00,6.30,400.10,430.00,400.10,36206.00,401.70,25.30
139,MHNL,235.90,-3.32,239.20,239.20,231.20,17890.00,244.00,-8.10
140,MKCL,880.30,0.19,896.10,910.00,880.00,9186.00,878.60,1.70
141,MKHC,307.00,0.49,306.20,312.00,306.20,34530.00,305.50,1.50
142,MKHL,444.00,8.21,418.00,450.00,415.10,67616.00,410.30,33.70
143,MKJC,457.80,2.92,453.00,457.80,440.00,8376.00,444.80,13.00
144,MKLB,1140.00,-5.79,1233.00,1233.00,1135.00,7023.00,1210.00,-70.00
145,MLBBL,1297.00,-4.42,1357.00,1380.00,1295.00,7987.00,1357.00,-60.00
146,MLBL,334.00,1.00,335.00,341.00,332.00,39361.00,330.70,3.30
147,MLBLD89,1139.00,4.02,1116.90,1139.00,1116.00,250.00,1095.00,44.00
148,MLBS,1475.00,0.34,1440.60,1528.20,1365.00,11201.00,1470.00,5.00
149,MLBSL,1944.00,-1.82,1980.00,2010.00,1902.50,2460.00,1980.00,-36.00
150,MMF1,7.25,-1.76,7.51,7.51,7.22,31750.00,7.38,-0.13
151,MMKJL,440.00,1.80,432.20,464.00,432.20,21128.00,432.20,7.80
152,MNBBL,353.10,-0.54,358.90,362.10,353.00,46582.00,355.00,-1.90
153,MPFL,422.80,-3.25,445.70,445.70,420.10,33436.00,437.00,-14.20
154,MSHL,681.00,4.93,661.00,702.30,653.00,12015.00,649.00,32.00
155,MSLB,1316.00,1.39,1298.00,1404.00,1282.00,7187.00,1298.00,18.00
156,NABBC,527.00,-5.56,560.00,560.00,525.00,57365.00,558.00,-31.00
157,NABIL,458.00,4.81,443.00,463.40,441.00,97887.00,437.00,21.00
158,NABILD87,1000.00,-1.77,1000.00,1000.00,1000.00,25.00,1018.00,-18.00
159,NADEP,802.00,-1.23,827.00,838.90,797.00,27330.00,812.00,-10.00
160,NBF2,8.50,1.80,8.48,8.50,8.35,125448.00,8.35,0.15
161,NBF3,7.41,-0.54,7.59,7.59,7.41,131940.00,7.45,-0.04
162,NBL,219.50,4.82,213.50,223.00,208.00,154435.00,209.40,10.10
163,NBLD85,980.00,-0.01,980.00,980.00,980.00,15.00,980.10,-0.10
164,NESDO,1941.00,-3.19,2043.90,2043.90,1941.00,4367.00,2004.90,-63.90
165,NFS,493.30,-3.46,501.20,511.00,492.00,137198.00,511.00,-17.70
166,NGPL,307.00,0.82,305.30,314.00,304.50,113985.00,304.50,2.50
167,NHDL,472.00,0.43,474.90,480.00,465.50,59452.00,470.00,2.00
168,NHPC,148.00,1.37,148.00,150.00,146.50,64187.00,146.00,2.00
169,NIBLGF,8.32,3.87,8.00,8.32,7.98,23064.00,8.01,0.31
170,NIBSF2,7.99,-0.12,7.90,8.06,7.90,6410.00,8.00,-0.01
171,NICA,419.90,9.06,385.00,421.00,385.00,276638.00,385.00,34.90
172,NICAD8283,1125.00,0.45,1120.00,1125.00,1120.00,95.00,1120.00,5.00
173,NICAD85/86,1018.00,-1.07,1030.00,1030.00,1018.00,750.00,1029.00,-11.00
174,NICBF,8.57,0.71,8.68,8.68,8.57,37943.00,8.51,0.06
175,NICFC,8.73,-1.58,8.70,8.87,8.60,39100.00,8.87,-0.14
176,NICGF,9.60,1.05,9.51,9.60,9.50,9200.00,9.50,0.10
177,NICGF2,8.26,5.90,7.66,8.26,7.66,4225.00,7.80,0.46
178,NICL,855.00,-0.58,872.90,886.90,851.00,45577.00,860.00,-5.00
179,NICLBSL,675.20,0.18,687.40,699.70,675.00,54158.00,674.00,1.20
180,NICSF,8.96,0.67,9.07,9.07,8.92,14070.00,8.90,0.06
181,NIFRA,204.00,2.51,198.10,213.00,198.00,163447.00,199.00,5.00
182,NIFRAUR85/86,897.70,3.05,880.10,897.70,880.10,70.00,871.10,26.60
183,NIL,812.00,0.25,820.00,826.00,812.00,17352.00,810.00,2.00
184,NIMB,166.00,3.69,161.00,173.40,161.00,181396.00,160.10,5.90
185,NIMBD90,1050.00,-1.37,1050.00,1050.00,1050.00,57.00,1064.60,-14.60
186,NIMBPO,137.90,-2.96,139.30,144.20,136.60,5124.00,142.10,-4.20
187,NLG,778.00,-2.14,795.00,798.00,778.00,24558.00,795.00,-17.00
188,NLIC,609.00,0.31,607.00,619.90,606.80,38138.00,607.10,1.90
189,NLICL,570.00,-1.38,587.00,588.00,567.00,15890.00,578.00,-8.00
190,NMB,189.10,3.33,186.00,195.00,185.50,129611.00,183.00,6.10
191,NMB50,10.15,7.18,9.65,10.16,9.46,90040.00,9.47,0.68
192,NMBD87/88,982.00,-1.80,982.00,982.00,982.00,25.00,1000.00,-18.00
193,NMBMF,685.00,-1.71,710.00,724.00,680.10,29285.00,696.90,-11.90
194,NMFBS,1380.00,2.99,1349.90,1390.00,1345.00,9634.00,1340.00,40.00
195,NMLBBL,711.20,9.99,659.50,711.20,659.50,4504.00,646.60,64.60
196,NRIC,682.90,0.44,691.10,693.00,679.00,26833.00,679.90,3.00
197,NRM,372.00,-2.11,380.00,384.00,370.10,57369.00,380.00,-8.00
198,NRN,526.00,-0.57,531.10,561.00,520.00,61809.00,529.00,-3.00
199,NSIF2,9.65,0.00,9.77,9.90,9.60,51641.00,9.65,0.00
200,NTC,857.00,0.82,850.00,864.90,850.00,28542.00,850.00,7.00
201,NUBL,678.90,-1.03,698.00,698.00,670.50,21467.00,686.00,-7.10
202,NWCL,730.00,-0.30,730.00,758.40,725.00,9103.00,732.20,-2.20
203,NYADI,294.20,2.87,285.00,302.00,285.00,17773.00,286.00,8.20
204,OHL,763.00,-0.26,780.00,787.00,760.00,6454.00,765.00,-2.00
205,PBD85,1000.00,-0.99,1000.00,1000.00,1000.00,150.00,1010.00,-10.00
206,PBD88,1028.00,0.10,1030.10,1030.10,1028.00,100.00,1027.00,1.00
207,PCBL,205.90,3.78,200.00,218.00,199.40,224862.00,198.40,7.50
208,PFL,693.60,2.76,688.00,715.00,660.90,292099.00,675.00,18.60
209,PHCL,294.00,1.03,293.00,304.80,291.40,30525.00,291.00,3.00
210,PMHPL,234.00,-0.34,235.00,238.50,230.30,14276.00,234.80,-0.80
211,PMLI,513.90,-0.79,518.00,527.90,508.00,17558.00,518.00,-4.10
212,PPCL,235.00,0.00,238.90,243.00,228.70,19489.00,235.00,0.00
213,PPL,479.80,-3.65,507.90,507.90,472.30,71299.00,498.00,-18.20
214,PRIN,798.00,-0.25,808.00,816.00,790.00,15856.00,800.00,-2.00
215,PROFL,337.80,-0.62,343.60,351.50,337.40,28707.00,339.90,-2.10
216,PRSF,8.94,-0.11,9.11,9.29,8.94,8300.00,8.95,-0.01
217,PRVU,149.50,4.47,145.90,155.00,144.00,255420.00,143.10,6.40
218,PSF,8.76,1.27,8.49,8.81,8.49,7710.00,8.65,0.11
219,RADHI,241.50,1.47,242.60,246.00,238.20,54708.00,238.00,3.50
220,RAWA,484.00,1.47,482.00,490.90,472.50,18052.00,477.00,7.00
221,RBBD83,980.00,-2.00,980.00,980.00,980.00,25.00,1000.00,-20.00
222,RBCL,13530.00,1.20,13500.00,13688.00,13415.10,343.00,13370.00,160.00
223,RBCLPO,10600.00,-3.16,11155.00,11158.00,10600.00,168.00,10946.00,-346.00
224,RFPL,412.00,5.10,384.20,430.00,384.20,247580.00,392.00,20.00
225,RHGCL,379.20,-0.21,382.00,387.00,372.40,52765.00,380.00,-0.80
226,RHPL,274.00,-0.36,274.00,278.00,272.30,15064.00,275.00,-1.00
227,RIDI,163.00,0.99,162.90,167.00,162.10,203255.00,161.40,1.60
228,RLFL,397.00,0.76,394.00,403.00,392.10,77354.00,394.00,3.00
229,RMF1,8.02,0.75,7.81,8.16,7.81,25800.00,7.96,0.06
230,RMF2,8.49,-1.74,8.48,8.49,8.48,250.00,8.64,-0.15
231,RNLI,443.00,-0.67,452.60,460.00,440.00,80491.00,446.00,-3.00
232,RSDC,706.00,0.14,719.10,719.10,700.00,45212.00,705.00,1.00
233,RURU,630.00,3.79,619.10,654.70,614.90,62272.00,607.00,23.00
234,SABSL,1000.10,-3.28,1054.00,1071.00,999.90,20070.00,1034.00,-33.90
235,SADBL,316.20,-0.66,323.00,326.90,315.00,100761.00,318.30,-2.10
236,SAEF,10.12,0.10,9.93,10.12,9.93,15500.00,10.11,0.01
237,SAGF,8.81,0.00,8.75,8.97,8.66,1400.00,8.81,0.00
238,SAHAS,555.00,2.97,532.70,568.20,532.70,87192.00,539.00,16.00
239,SALICO,715.00,0.42,715.00,722.80,710.00,27497.00,712.00,3.00
240,SAMAJ,2230.00,-3.04,2346.00,2392.00,2220.00,1797.00,2300.00,-70.00
241,SANIMA,256.50,3.39,248.00,265.10,248.00,156616.00,248.10,8.40
242,SAPDBL,322.00,-0.92,329.00,331.50,319.00,51033.00,325.00,-3.00
243,SARBTM,820.00,-1.20,838.00,853.50,819.00,121905.00,830.00,-10.00
244,SBCF,7.71,0.00,7.56,7.71,7.56,8232.00,7.71,0.00
245,SBD87,995.00,-0.50,995.00,995.00,995.00,60.00,1000.00,-5.00
246,SBI,296.00,3.50,291.70,305.00,287.00,58438.00,286.00,10.00
247,SBID89,1021.00,2.00,1021.00,1021.00,1021.00,25.00,1001.00,20.00
248,SBL,240.50,2.78,238.60,250.50,237.00,140503.00,234.00,6.50
249,SBLD84,985.00,0.92,995.00,995.00,985.00,35.00,976.00,9.00
250,SCB,576.70,3.54,568.00,612.00,560.00,89589.00,557.00,19.70
251,SCBD,1042.20,-0.74,1050.00,1050.00,1041.50,125.00,1050.00,-7.80
252,SDLBSL,990.00,-2.75,1018.10,1045.00,985.00,13788.00,1018.00,-28.00
253,SEF,8.25,1.35,8.30,8.30,8.20,29576.00,8.14,0.11
254,SFCL,341.00,0.00,339.00,351.80,339.00,31767.00,341.00,0.00
255,SFEF,7.87,2.08,7.86,7.87,7.71,9445.00,7.71,0.16
256,SFMF,10.00,0.00,10.15,10.15,10.00,49719.00,10.00,0.00
257,SGHC,326.00,1.75,321.10,329.00,321.10,28799.00,320.40,5.60
258,SGIC,554.00,-1.69,565.00,568.50,552.20,72437.00,563.50,-9.50
259,SHEL,156.00,0.65,151.90,160.00,151.90,99015.00,155.00,1.00
260,SHINE,418.00,2.45,409.90,430.00,398.30,329804.00,408.00,10.00
261,SHIVM,504.00,-0.98,512.00,517.80,500.00,169777.00,509.00,-5.00
262,SHL,444.00,0.23,449.60,451.40,435.00,74041.00,443.00,1.00
263,SHLB,1726.00,-6.35,1878.90,1930.00,1721.00,16967.00,1843.00,-117.00
264,SHPC,339.30,0.98,329.30,344.00,329.30,45454.00,336.00,3.30
265,SICL,719.80,-0.44,729.80,735.00,718.00,15822.00,723.00,-3.20
266,SIFC,419.80,-1.22,425.00,433.00,417.00,30865.00,425.00,-5.20
267,SIGS2,8.11,1.88,8.11,8.11,7.96,6900.00,7.96,0.15
268,SIKLES,533.00,0.19,523.00,543.00,516.00,18738.00,532.00,1.00
269,SINDU,385.00,-0.28,393.80,395.00,385.00,15073.00,386.10,-1.10
270,SJCL,276.90,1.76,277.00,280.00,272.00,6463.00,272.10,4.80
271,SJLIC,432.00,2.47,430.00,439.00,427.10,75808.00,421.60,10.40
272,SKBBL,830.00,-0.60,845.00,845.00,827.10,40451.00,835.00,-5.00
273,SLBBL,778.20,-1.12,800.00,810.00,777.00,38056.00,787.00,-8.80
274,SLBSL,1069.50,10.00,972.00,1069.50,972.00,501.00,972.30,97.20
275,SLCF,7.98,0.88,7.95,7.98,7.95,7950.00,7.91,0.07
276,SMATA,939.00,0.11,925.00,991.00,925.00,17419.00,938.00,1.00
277,SMB,1680.00,2.31,1674.80,1715.00,1625.00,2626.00,1642.00,38.00
278,SMFBS,1410.00,-0.56,1444.00,1444.00,1335.00,4052.00,1418.00,-8.00
279,SMH,700.00,0.00,712.00,725.00,697.00,5425.00,700.00,0.00
280,SMHL,493.00,6.02,474.00,498.70,460.70,102717.00,465.00,28.00
281,SMJC,370.00,2.18,361.30,373.00,361.30,25052.00,362.10,7.90
282,SNLI,477.00,-0.10,481.00,493.00,475.00,37570.00,477.50,-0.50
283,SONA,457.00,-1.06,471.10,472.70,450.00,160450.00,461.90,-4.90
284,SPC,525.00,-0.57,530.00,535.00,514.60,3329.00,528.00,-3.00
285,SPDL,239.90,1.27,241.50,244.00,238.00,48028.00,236.90,3.00
286,SPHL,474.90,2.13,474.30,484.00,466.00,5047.00,465.00,9.90
287,SPIL,810.00,-0.37,820.00,824.00,801.10,30103.00,813.00,-3.00
288,SPL,676.00,1.05,680.00,685.00,670.20,3298.00,669.00,7.00
289,SRLI,459.90,-0.22,460.00,470.50,450.00,33400.00,460.90,-1.00
290,SSHL,165.00,0.67,163.90,167.00,163.00,46780.00,163.90,1.10
291,STC,4475.00,2.64,4362.00,4485.00,4361.00,4329.00,4360.00,115.00
292,SWBBL,848.00,-2.19,883.00,883.00,840.00,37037.00,867.00,-19.00
293,SWMF,858.00,-1.83,874.10,896.00,845.00,32582.00,874.00,-16.00
294,TAMOR,387.00,1.57,385.00,390.60,379.30,47520.00,381.00,6.00
295,TPC,480.00,1.27,465.10,494.70,465.10,3843.00,474.00,6.00
296,TRH,737.10,-0.26,751.00,751.00,735.00,12136.00,739.00,-1.90
297,TSHL,503.80,-1.02,498.90,513.00,489.00,8398.00,509.00,-5.20
298,TVCL,458.00,1.10,462.00,468.00,452.00,20005.00,453.00,5.00
299,UAIL,599.00,-1.64,612.00,619.40,587.20,33914.00,609.00,-10.00
300,UHEWA,396.10,1.10,389.90,413.00,387.00,21382.00,391.80,4.30
301,ULBSL,1852.00,-7.40,1960.00,1965.00,1848.00,7242.00,2000.00,-148.00
302,ULHC,335.00,-0.27,340.90,347.90,332.50,18506.00,335.90,-0.90
303,UMHL,243.80,2.44,238.00,247.00,238.00,51689.00,238.00,5.80
304,UMRH,358.60,-0.25,366.00,373.30,358.60,23490.00,359.50,-0.90
305,UNHPL,224.00,1.68,224.00,230.90,223.20,30669.00,220.30,3.70
306,UNL,39800.00,0.05,40200.00,40200.00,39800.00,20.00,39780.00,20.00
307,UNLB,2018.80,-5.66,2140.00,2142.00,1971.00,7032.00,2140.00,-121.20
308,UPCL,200.50,0.86,202.70,202.70,198.60,69718.00,198.80,1.70
309,UPPER,165.40,0.55,167.60,168.40,165.00,152138.00,164.50,0.90
310,USHEC,379.00,-0.63,377.00,388.60,374.00,14616.00,381.40,-2.40
311,USHL,474.00,1.72,465.00,479.70,461.10,5765.00,466.00,8.00
312,USLB,2307.00,-0.52,2320.00,2347.90,2275.60,8793.00,2319.00,-12.00
313,VLBS,915.00,-3.48,966.00,966.00,902.00,27190.00,948.00,-33.00
314,VLUCL,480.00,2.13,478.00,485.30,470.30,20767.00,470.00,10.00
315,WNLB,1471.90,0.88,1430.00,1546.00,1430.00,5436.00,1459.00,12.90
