SN,Symbol,LTP,%Change,Open,High,Low,Volume,P.Close,Difference
39,CORBL,473.90,-1.06,488.00,489.60,470.00,7667.00,479.00,-5.10
40,CYCL,1553.00,-5.65,1613.10,1613.10,1500.00,9535.00,1646.00,-93.00
41,CZBIL,161.50,3.53,153.30,163.90,152.90,233850.00,156.00,5.50
42,DDBL,695.00,0.00,695.10,700.00,695.00,5412.00,695.00,0.00
43,DHPL,195.00,-1.52,195.30,199.00,194.10,12833.00,198.00,-3.00
44,DLBS,1179.00,1.81,1160.00,1190.00,1160.00,2345.00,1158.00,21.00
45,DOLTI,416.00,-2.35,422.10,430.00,414.00,31945.00,426.00,-10.00
46,DORDI,399.00,0.25,393.00,400.00,393.00,8439.00,398.00,1.00
47,EBL,509.90,1.98,502.00,512.00,500.00,29128.00,500.00,9.90
48,EBLD85,1075.10,0.38,1068.00,1075.10,1068.00,175.00,1071.00,4.10
49,EBLD86,967.90,-0.93,967.90,967.90,967.90,30.00,977.00,-9.10
50,EDBL,387.50,0.03,382.00,393.00,382.00,22074.00,387.40,0.10
51,EHPL,454.00,-1.73,464.90,464.90,440.00,2860.00,462.00,-8.00
52,ENL,798.00,1.14,804.70,804.70,784.10,1885.00,789.00,9.00
53,FMDBL,656.00,0.17,667.90,667.90,646.00,47170.00,654.90,1.10
54,FOWAD,1160.00,1.31,1167.90,1167.90,1135.00,3810.00,1145.00,15.00
55,GBBD85,1040.00,5.51,978.10,1040.00,978.10,50368.00,985.70,54.30
56,GBBL,368.50,0.66,370.00,370.00,364.00,21160.00,366.10,2.40
57,GBIME,178.00,2.30,177.40,181.00,173.20,92897.00,174.00,4.00
58,GBLBS,784.80,1.53,765.00,785.00,758.00,35618.00,773.00,11.80
59,GCIL,477.90,-1.26,474.40,482.90,471.00,46574.00,484.00,-6.10
60,GFCL,460.00,-0.63,463.20,469.00,459.60,12782.00,462.90,-2.90
61,GHL,144.00,1.12,142.40,144.20,141.00,29183.00,142.40,1.60
62,GIBF1,8.48,-0.47,8.35,8.48,8.11,137200.00,8.52,-0.04
63,GILB,1169.00,4.10,1115.00,1189.00,1115.00,30091.00,1123.00,46.00
64,GLBSL,2200.00,9.78,1964.00,2204.00,1964.00,10827.00,2004.00,196.00
65,GLH,200.00,-1.96,200.00,207.00,200.00,14121.00,204.00,-4.00
66,GMFBS,1170.10,0.96,1181.90,1215.00,1168.90,518.00,1159.00,11.10
67,GMFIL,402.00,-1.18,414.90,414.90,396.90,26464.00,406.80,-4.80
68,GRDBL,441.00,0.48,430.20,457.00,423.50,35172.00,438.90,2.10
69,GUFL,713.20,0.03,699.10,719.10,699.10,85980.00,713.00,0.20
70,GVL,434.00,-0.91,444.90,444.90,428.00,3170.00,438.00,-4.00
71,GWFD83,1220.00,1.67,1220.00,1220.00,1220.00,121.00,1200.00,20.00
72,H8020,8.70,0.00,8.70,8.70,8.62,1200.00,8.70,0.00
73,HATHY,827.00,1.34,812.00,836.00,812.00,30467.00,816.10,10.90
74,HBL,180.80,4.51,173.00,181.50,172.10,38458.00,173.00,7.80
75,HDHPC,131.50,0.38,128.50,132.80,128.50,61139.00,131.00,0.50
76,HDL,1290.00,0.13,1314.00,1314.00,1275.00,22459.00,1288.30,1.70
77,HEI,595.90,-1.81,607.00,613.00,588.20,30150.00,606.90,-11.00
78,HEIP,366.80,1.10,366.80,366.80,366.80,10.00,362.80,4.00
79,HHL,337.00,0.00,333.10,346.00,333.10,10022.00,337.00,0.00
80,HIDCL,164.00,2.12,160.00,165.00,160.00,47063.00,160.60,3.40
81,HIDCLP,99.70,1.32,98.40,99.90,98.40,25253.00,98.40,1.30
82,HLBSL,865.00,1.17,872.10,872.10,846.00,11869.00,855.00,10.00
83,HLI,384.80,0.21,380.20,390.00,380.20,14521.00,384.00,0.80
84,HPPL,254.00,2.42,248.00,255.00,244.10,3615.00,248.00,6.00
85,HRL,565.00,-0.35,567.00,577.90,562.10,63596.00,567.00,-2.00
86,HURJA,304.10,9.98,273.00,304.10,273.00,22391.00,276.50,27.60
87,ICFC,517.00,-0.77,523.90,527.80,517.00,24096.00,521.00,-4.00
88,IGI,531.00,-0.93,533.20,542.00,525.30,18491.00,536.00,-5.00
89,IHL,378.00,-0.50,375.10,380.00,373.30,4849.00,379.90,-1.90
90,ILBS,1352.00,-0.95,1360.00,1370.00,1333.00,23851.00,1365.00,-13.00
91,ILI,540.00,0.37,538.00,546.90,537.00,23919.00,538.00,2.00
92,JALPA,1315.00,1.15,1281.00,1339.00,1281.00,2796.00,1300.00,15.00
93,JBBD87,1020.00,3.03,1012.00,1020.00,985.10,185.00,990.00,30.00
94,JBBL,297.00,0.68,299.00,299.40,295.00,39034.00,295.00,2.00
95,JBBLPO,150.00,-1.32,150.00,150.00,150.00,430000.00,152.00,-2.00
96,JBLB,1307.00,-0.08,1334.00,1334.00,1282.10,4510.00,1308.00,-1.00
97,JFL,510.00,-0.20,500.80,521.00,500.80,31507.00,511.00,-1.00
98,JOSHI,310.00,-0.64,315.00,317.00,309.00,31210.00,312.00,-2.00
99,JSLBB,1224.90,2.85,1214.80,1230.00,1191.00,2246.00,1191.00,33.90
100,KBL,140.40,6.20,134.80,141.50,130.50,476129.00,132.20,8.20
101,KBLD86,1077.70,1.64,1077.70,1077.70,1077.70,35.00,1060.30,17.40
102,KBLPO,106.00,0.00,106.00,106.00,106.00,50000.00,106.00,0.00
103,KBSH,1020.00,0.10,1019.00,1030.00,1008.70,1180.00,1019.00,1.00
104,KDBY,8.60,0.58,8.45,8.60,8.45,8800.00,8.55,0.05
105,KDL,813.00,0.87,805.00,819.80,803.10,5300.00,806.00,7.00
106,KEF,8.02,0.25,7.98,8.10,7.98,9640.00,8.00,0.02
107,KKHC,219.00,0.00,219.00,221.00,215.00,7748.00,219.00,0.00
108,KLBSL,908.00,1.00,890.00,908.00,885.00,2742.00,899.00,9.00
109,KMCDB,948.00,4.75,910.00,948.00,900.80,11554.00,905.00,43.00
110,KPCL,387.00,-1.78,401.00,401.00,387.00,1160.00,394.00,-7.00
111,KRBL,455.00,4.33,430.10,479.00,430.10,209088.00,436.10,18.90
112,KSBBL,378.00,0.00,380.00,382.90,374.00,30318.00,378.00,0.00
113,KSBBLD87,1020.00,3.13,1006.00,1020.00,1006.00,75.00,989.00,31.00
114,KSY,8.07,0.75,8.01,8.18,7.97,6610.00,8.01,0.06
115,LBBL,377.00,0.00,374.50,380.00,370.20,23947.00,377.00,0.00
116,LBBLD89,1105.70,-0.56,1105.70,1105.70,1105.70,25.00,1111.90,-6.20
117,LBLD86,1025.10,-1.90,1025.10,1025.10,1025.10,30.00,1045.00,-19.90
118,LBLD88,989.10,0.42,989.00,989.10,989.00,40.00,985.00,4.10
119,LEC,178.00,-0.56,177.00,180.90,177.00,25809.00,179.00,-1.00
120,LEMF,9.36,0.00,9.35,9.36,9.35,5900.00,9.36,0.00
121,LICN,1281.00,1.26,1290.00,1290.00,1268.00,5030.00,1265.00,16.00
122,LLBS,1060.00,0.47,1055.00,1066.00,1021.10,6257.00,1055.00,5.00
123,LSL,153.90,5.05,145.00,161.10,144.30,108247.00,146.50,7.40
124,LVF2,7.82,0.26,7.81,7.83,7.81,2800.00,7.80,0.02
125,MAKAR,351.90,-1.43,357.00,363.50,351.00,6760.00,357.00,-5.10
126,MANDU,878.90,10.00,784.00,878.90,780.10,48567.00,799.00,79.90
127,MBJC,286.00,0.67,279.50,286.00,279.30,9511.00,284.10,1.90
128,MBL,171.00,5.75,158.90,172.00,158.80,67855.00,161.70,9.30
129,MCHL,364.00,0.83,361.00,367.00,359.00,6683.00,361.00,3.00
130,MDB,465.00,0.22,473.00,473.00,460.00,33170.00,464.00,1.00
131,MEHL,302.00,-0.98,299.10,309.90,299.10,13761.00,305.00,-3.00
132,MEL,229.00,-0.74,227.00,232.70,226.40,32537.00,230.70,-1.70
133,MEN,524.00,0.00,521.10,527.00,521.10,26559.00,524.00,0.00
134,MERO,670.00,0.60,666.00,688.00,657.10,11576.00,666.00,4.00
135,MFIL,505.20,-0.53,518.00,518.00,500.10,15732.00,507.90,-2.70
136,MFLD85,1012.80,1.99,1012.80,1012.80,1012.80,10.00,993.00,19.80
137,MHCL,361.00,0.84,365.10,365.10,355.00,9521.00,358.00,3.00
138,MHL,390.00,0.00,386.00,394.00,384.00,3817.00,390.00,0.00
139,MHNL,228.00,0.00,232.50,237.10,224.00,1452.00,228.00,0.00
140,MKCL,850.00,1.19,840.00,866.80,824.10,11517.00,840.00,10.00
141,MKHC,306.00,-0.29,313.00,313.00,302.00,14028.00,306.90,-0.90
142,MKHL,418.00,0.05,410.10,418.00,406.90,11634.00,417.80,0.20
143,MKJC,425.00,0.62,414.00,435.00,414.00,3924.00,422.40,2.60
144,MKLB,1033.90,3.40,985.00,1034.00,985.00,3840.00,999.90,34.00
145,MLBBL,1219.00,4.41,1190.00,1230.00,1173.00,9097.00,1167.50,51.50
146,MLBL,333.00,0.82,335.00,336.00,328.50,33105.00,330.30,2.70
147,MLBLD89,1095.00,-0.90,1092.70,1095.00,1092.70,125.00,1105.00,-10.00
148,MLBS,1211.00,0.92,1215.00,1231.00,1200.40,2920.00,1200.00,11.00
149,MLBSL,1725.00,0.29,1700.00,1730.00,1700.00,487.00,1720.00,5.00
150,MMF1,7.39,5.57,7.14,7.39,7.03,45900.00,7.00,0.39
151,MMKJL,448.90,-0.02,454.00,454.00,438.00,22150.00,449.00,-0.10
152,MNBBL,350.00,0.43,348.00,362.50,343.10,24636.00,348.50,1.50
153,MPFL,442.10,-1.76,450.00,453.50,441.00,45290.00,450.00,-7.90
154,MSHL,617.10,-1.01,622.00,647.00,610.00,2394.00,623.40,-6.30
155,MSLB,1172.00,-1.26,1205.00,1229.00,1165.00,8450.00,1187.00,-15.00
156,NABBC,500.50,10.00,450.00,500.50,450.00,85885.00,455.00,45.50
157,NABIL,430.80,2.09,426.00,431.50,422.40,68228.00,422.00,8.80
158,NADEP,750.00,-1.81,779.00,779.00,750.00,10019.00,763.80,-13.80
159,NBBD2085,1240.00,-0.80,1240.00,1240.00,1240.00,10.00,1250.00,-10.00
160,NBF2,8.10,0.37,8.07,8.13,8.07,19405.00,8.07,0.03
161,NBF3,7.23,-1.09,7.18,7.44,7.18,14700.00,7.31,-0.08
162,NBL,206.80,2.38,206.00,209.00,199.00,59806.00,202.00,4.80
163,NBLD82,1035.00,-1.87,1035.00,1035.00,1035.00,25.00,1054.70,-19.70
164,NCCD86,1030.00,1.98,1025.00,1030.00,1025.00,100.00,1010.00,20.00
165,NESDO,1775.00,1.54,1722.10,1775.00,1722.10,1334.00,1748.00,27.00
166,NFS,532.60,0.11,527.00,542.00,527.00,68439.00,532.00,0.60
167,NGPL,301.00,0.17,299.00,304.00,298.50,58713.00,300.50,0.50
168,NHDL,422.10,0.57,416.10,422.10,415.20,2905.00,419.70,2.40
169,NHPC,145.10,0.76,145.50,145.50,143.20,47953.00,144.00,1.10
170,NIBD84,1010.00,0.10,988.90,1010.00,988.90,275.00,1009.00,1.00
171,NIBLGF,7.92,0.13,7.90,7.92,7.90,11800.00,7.91,0.01
172,NIBSF2,7.90,0.00,7.90,7.90,7.90,15800.00,7.90,0.00
173,NICA,363.00,3.13,350.00,364.90,350.00,55261.00,352.00,11.00
174,NICAD8182,1010.00,1.00,1000.00,1010.00,1000.00,525.00,1000.00,10.00
175,NICAD8283,1127.50,0.04,1125.00,1127.50,1125.00,150.00,1127.10,0.40
176,NICAD85/86,1020.00,0.44,1015.50,1020.00,1015.50,150.00,1015.50,4.50
177,NICBF,8.80,0.00,8.97,9.01,8.63,111000.00,8.80,0.00
178,NICFC,8.50,0.00,8.40,8.67,8.40,9000.00,8.50,0.00
179,NICGF,9.20,-0.76,9.20,9.20,9.20,100.00,9.27,-0.07
180,NICGF2,7.79,-2.63,8.16,8.46,7.79,1625.00,8.00,-0.21
181,NICL,842.80,0.10,854.00,854.00,827.40,21408.00,842.00,0.80
182,NICLBSL,636.20,-0.56,650.00,650.00,631.00,7864.00,639.80,-3.60
183,NICSF,8.67,0.58,8.46,8.67,8.46,3970.00,8.62,0.05
184,NIFRA,200.00,3.63,195.00,201.00,191.30,78687.00,193.00,7.00
185,NIFRAUR85/86,877.00,-1.42,880.00,880.00,877.00,80.00,889.60,-12.60
186,NIL,791.00,-1.31,800.00,807.90,790.00,10498.00,801.50,-10.50
187,NIMB,156.70,4.12,150.10,158.20,150.00,151903.00,150.50,6.20
188,NIMBD90,1052.00,0.00,1052.00,1052.00,1052.00,2.00,1052.00,0.00
189,NIMBPO,134.00,5.51,129.00,135.60,127.40,9119.00,127.00,7.00
190,NLG,753.20,-0.13,765.00,765.00,748.50,1545.00,754.20,-1.00
191,NLIC,578.00,0.52,576.00,584.90,575.00,16368.00,575.00,3.00
192,NLICL,544.00,0.91,549.80,549.80,538.00,4718.00,539.10,4.90
193,NMB,176.90,3.45,173.00,187.00,170.00,50556.00,171.00,5.90
194,NMB50,9.69,0.94,9.70,9.70,9.13,69040.00,9.60,0.09
195,NMBD2085,1022.50,0.25,1022.50,1022.50,1022.50,25.00,1020.00,2.50
196,NMBD87/88,1000.00,0.54,1000.00,1000.00,1000.00,100.00,994.60,5.40
197,NMBMF,649.00,0.62,650.00,651.90,639.00,7220.00,645.00,4.00
198,NMFBS,1282.00,2.56,1249.00,1283.00,1240.00,2908.00,1250.00,32.00
199,NRIC,685.00,1.03,691.50,691.50,678.10,12364.00,678.00,7.00
200,NRICP,280.00,-0.09,280.00,280.00,280.00,1100000.00,280.25,-0.25
201,NRM,354.00,1.14,345.00,363.00,345.00,19994.00,350.00,4.00
202,NRN,504.90,3.89,481.10,521.00,481.10,39967.00,486.00,18.90
203,NSIF2,9.35,0.00,9.35,9.36,9.35,19000.00,9.35,0.00
204,NTC,823.00,1.35,815.00,823.00,815.00,12105.00,812.00,11.00
205,NUBL,651.00,0.11,650.00,658.00,645.00,5463.00,650.30,0.70
206,NWCL,740.00,-1.20,745.00,749.00,734.10,23392.00,749.00,-9.00
207,NYADI,284.00,1.07,276.00,284.00,276.00,4436.00,281.00,3.00
208,OHL,754.80,-0.11,754.90,762.90,742.00,6606.00,755.60,-0.80
209,PBD85,999.00,1.73,999.00,999.00,999.00,25.00,982.00,17.00
210,PBD88,1044.00,1.95,1030.00,1044.00,1030.00,85.00,1024.00,20.00
211,PBLD84,1030.00,-1.44,1049.00,1049.00,1030.00,1590.00,1045.00,-15.00
212,PBLD86,1048.50,1.99,1047.00,1048.50,1047.00,75.00,1028.00,20.50
213,PCBL,197.00,2.07,190.90,202.80,190.90,100285.00,193.00,4.00
214,PFL,665.00,1.37,645.00,667.30,645.00,103815.00,656.00,9.00
215,PHCL,287.00,0.99,280.00,295.00,280.00,13268.00,284.20,2.80
216,PMHPL,220.00,0.00,223.90,223.90,218.00,3859.00,220.00,0.00
217,PMLI,504.40,-0.51,500.00,516.00,500.00,7616.00,507.00,-2.60
218,PPCL,230.50,2.40,224.00,232.00,224.00,4018.00,225.10,5.40
219,PPL,520.00,1.17,517.00,520.00,496.90,23793.00,514.00,6.00
220,PRIN,782.00,-0.64,791.00,791.00,778.50,5185.00,787.00,-5.00
221,PROFL,342.00,0.29,340.90,347.00,337.00,34021.00,341.00,1.00
222,PRSF,8.52,0.12,8.42,8.52,8.42,700.00,8.51,0.01
223,PRVU,142.80,5.00,138.00,144.00,135.20,176962.00,136.00,6.80
224,PSF,8.63,0.35,8.67,8.67,8.45,18250.00,8.60,0.03
225,RADHI,227.90,-0.04,232.50,232.50,226.00,10593.00,228.00,-0.10
226,RAWA,465.00,-1.90,465.00,475.00,457.00,9463.00,474.00,-9.00
227,RBBD83,1000.00,1.41,971.10,1000.00,971.10,210.00,986.10,13.90
228,RBCL,13300.00,1.53,13100.00,13300.00,13100.00,90.00,13100.00,200.00
229,RBCLPO,10295.00,-0.05,10505.00,10505.00,10295.00,20.00,10300.00,-5.00
230,RFPL,329.40,-2.54,332.00,341.00,328.00,14983.00,338.00,-8.60
231,RHGCL,353.00,1.73,344.00,354.90,341.00,58227.00,347.00,6.00
232,RHPL,265.30,-1.38,265.00,269.00,264.10,9102.00,269.00,-3.70
233,RIDI,163.70,0.49,162.00,165.00,160.40,17005.00,162.90,0.80
234,RLFL,387.40,-0.15,388.00,389.70,383.30,41342.00,388.00,-0.60
235,RMF1,7.54,-2.33,7.57,7.67,7.52,900.00,7.72,-0.18
236,RMF2,8.69,2.00,8.36,8.69,8.36,6100.00,8.52,0.17
237,RNLI,431.00,0.91,420.00,434.30,420.00,35680.00,427.10,3.90
238,RSDC,712.00,-1.78,739.30,739.30,708.00,48297.00,724.90,-12.90
239,RURU,506.90,0.68,510.00,510.00,503.00,12454.00,503.50,3.40
240,SABSL,846.00,2.72,812.50,849.60,812.00,5680.00,823.60,22.40
241,SADBL,317.00,-0.35,324.00,329.00,317.00,191356.00,318.10,-1.10
242,SAEF,9.76,-1.11,9.91,9.95,9.76,97800.00,9.87,-0.11
243,SAGF,8.57,0.12,8.50,8.58,8.50,5750.00,8.56,0.01
244,SAHAS,491.50,0.97,482.00,493.00,482.00,4920.00,486.80,4.70
245,SALICO,670.00,1.52,672.90,679.60,661.00,9283.00,660.00,10.00
246,SAMAJ,2090.00,10.00,1900.00,2090.00,1871.00,5877.00,1900.00,190.00
247,SANIMA,239.00,1.66,235.00,244.60,234.50,67455.00,235.10,3.90
248,SAPDBL,335.90,1.45,337.10,340.80,328.40,68818.00,331.10,4.80
249,SARBTM,765.00,-0.92,772.10,778.00,760.10,17153.00,772.10,-7.10
250,SBCF,7.75,1.17,7.53,7.83,7.53,7000.00,7.66,0.09
251,SBI,284.00,4.64,276.80,285.00,271.50,21532.00,271.40,12.60
252,SBIBD86,1040.40,2.00,1038.00,1040.40,1038.00,50.00,1020.00,20.40
253,SBID83,1041.10,-1.32,1035.00,1055.00,1035.00,150.00,1055.00,-13.90
254,SBID89,1006.70,2.00,1006.70,1006.70,1006.70,25.00,987.00,19.70
255,SBL,228.80,2.60,224.00,233.00,222.00,75603.00,223.00,5.80
256,SBLD84,975.00,0.20,972.10,975.00,970.10,250.00,973.10,1.90
257,SCB,540.20,3.19,516.10,562.00,516.10,67579.00,523.50,16.70
258,SCBD,1030.10,-0.07,1030.00,1030.10,1030.00,50.00,1030.80,-0.70
259,SDLBSL,929.90,4.37,890.00,934.30,890.00,12442.00,891.00,38.90
260,SEF,8.30,5.73,7.77,8.30,7.77,27200.00,7.85,0.45
261,SFCL,344.00,0.00,348.00,349.90,340.00,20034.00,344.00,0.00
262,SFEF,7.66,-0.52,7.65,7.66,7.65,200.00,7.70,-0.04
263,SFMF,9.63,-2.92,9.91,9.91,9.53,24200.00,9.92,-0.29
264,SGHC,314.90,0.29,308.10,315.00,308.10,9790.00,314.00,0.90
265,SGIC,534.50,-1.20,550.00,550.00,533.00,25902.00,541.00,-6.50
266,SHEL,148.00,-0.67,146.30,149.00,145.10,61548.00,149.00,-1.00
267,SHINE,387.90,-1.17,395.00,397.00,386.00,68517.00,392.50,-4.60
268,SHIVM,493.80,-1.12,505.00,505.00,492.00,98505.00,499.40,-5.60
269,SHL,443.70,-0.07,448.80,448.80,439.90,86024.00,444.00,-0.30
270,SHLB,1510.00,9.99,1400.00,1510.00,1400.00,15788.00,1372.80,137.20
271,SHPC,327.00,0.28,320.20,327.70,320.20,11616.00,326.10,0.90
272,SICL,687.00,0.01,690.00,695.00,682.30,5285.00,686.90,0.10
273,SIFC,425.00,-0.23,434.00,434.00,419.00,27464.00,426.00,-1.00
274,SIGS2,7.95,0.63,7.95,7.95,7.95,10200.00,7.90,0.05
275,SIKLES,495.00,-0.56,507.70,507.70,487.80,1692.00,497.80,-2.80
276,SINDU,391.00,1.01,394.00,404.90,380.60,29806.00,387.10,3.90
277,SJCL,267.00,1.10,261.00,269.00,261.00,3145.00,264.10,2.90
278,SJLIC,409.20,-0.39,418.00,418.00,407.20,30020.00,410.80,-1.60
279,SKBBL,800.00,-0.25,810.00,816.00,800.00,14799.00,802.00,-2.00
280,SLBBL,723.00,1.69,703.00,723.50,703.00,9424.00,711.00,12.00
281,SLCF,8.05,1.13,7.94,8.05,7.94,6750.00,7.96,0.09
282,SMATA,927.00,0.76,928.00,951.00,915.00,17014.00,920.00,7.00
283,SMB,1515.00,1.00,1524.90,1524.90,1476.00,1912.00,1500.00,15.00
284,SMFBS,1258.00,1.45,1221.00,1285.00,1215.20,1857.00,1240.00,18.00
285,SMH,652.00,-0.28,645.00,666.00,645.00,1765.00,653.80,-1.80
286,SMHL,428.40,-0.14,423.00,433.50,423.00,9129.00,429.00,-0.60
287,SMJC,352.00,0.86,346.00,352.90,345.30,7677.00,349.00,3.00
288,SNLI,455.50,-0.55,458.00,458.00,452.60,20222.00,458.00,-2.50
289,SONA,440.00,-0.81,443.60,446.10,436.00,62351.00,443.60,-3.60
290,SPC,486.00,0.21,485.00,502.00,485.00,1406.00,485.00,1.00
291,SPDL,229.70,-1.29,230.00,253.60,225.00,8357.00,232.70,-3.00
292,SPHL,460.00,-1.71,458.70,476.70,456.50,1825.00,468.00,-8.00
293,SPIL,767.40,0.31,750.00,778.00,750.00,40050.00,765.00,2.40
294,SPL,640.00,-0.02,636.00,651.50,635.00,1506.00,640.10,-0.10
295,SRLI,443.90,1.12,440.00,445.90,438.20,13622.00,439.00,4.90
296,SSHL,160.00,0.00,156.80,160.50,156.80,15549.00,160.00,0.00
297,STC,4320.00,-0.46,4340.00,4340.00,4301.00,445.00,4340.00,-20.00
298,SWBBL,770.00,0.92,774.90,774.90,755.10,4847.00,763.00,7.00
299,SWMF,790.00,-0.74,800.00,800.00,780.00,10230.00,795.90,-5.90
300,TAMOR,362.00,2.32,348.10,362.00,348.10,16012.00,353.80,8.20
301,TPC,456.00,-0.89,455.10,468.00,455.00,1849.00,460.10,-4.10
302,TRH,730.00,-0.95,747.00,750.90,725.00,26466.00,737.00,-7.00
303,TSHL,507.00,-0.20,497.90,527.00,488.00,6342.00,508.00,-1.00
304,TVCL,470.00,1.95,470.00,472.50,460.00,15798.00,461.00,9.00
305,UAIL,560.10,-0.76,560.00,566.00,551.60,26637.00,564.40,-4.30
306,UHEWA,380.00,0.53,374.00,388.90,374.00,3091.00,378.00,2.00
307,ULBSL,1518.00,1.27,1500.00,1518.00,1462.00,1816.00,1499.00,19.00
308,ULHC,327.00,0.93,320.00,330.90,319.20,8005.00,324.00,3.00
309,UMHL,229.60,1.15,230.90,230.90,225.00,16093.00,227.00,2.60
310,UMRH,337.50,0.75,341.00,341.00,331.10,3438.00,335.00,2.50
311,UNHPL,220.70,2.65,219.00,223.60,214.70,13982.00,215.00,5.70
312,UNLB,1686.10,1.89,1622.20,1731.90,1622.20,3281.00,1654.90,31.20
313,UPCL,190.70,-0.10,193.00,193.00,188.00,22951.00,190.90,-0.20
314,UPPER,164.70,1.35,165.00,165.00,162.50,67578.00,162.50,2.20
315,USHEC,370.90,-0.30,365.00,372.00,363.00,12822.00,372.00,-1.10
316,USHL,462.00,0.43,450.80,468.00,450.80,1300.00,460.00,2.00
317,USLB,2152.00,-0.53,2121.00,2236.00,2121.00,10888.00,2163.40,-11.40
318,VLBS,849.80,3.07,811.00,849.80,811.00,8333.00,824.50,25.30
319,VLUCL,457.00,0.66,450.10,461.00,450.10,3960.00,454.00,3.00
320,WNLB,1334.00,2.62,1290.00,1334.00,1290.00,2042.00,1300.00,34.00
