S.No,Symbol,LTP,Point,Change,%,Change,Open,High,Low,Volume,Prev.,Close
134,MERO,693.00,0.00,0.00,705.00,715.00,687.00,"35,155.00",693.00
135,MFIL,508.00,3.00,0.59,514.80,515.00,505.00,"29,758.00",505.00
136,MHCL,389.00,0.00,0.00,395.00,409.00,388.00,"53,372.00",389.00
137,MHL,400.00,-9.00,-2.20,409.00,414.10,393.10,"3,704.00",409.00
138,MHNL,230.00,-7.00,-2.95,240.90,241.00,228.60,"10,313.00",237.00
139,MKCL,864.90,10.00,1.17,870.00,872.00,854.10,"7,183.00",854.90
140,MKHC,309.40,-6.50,-2.06,322.00,323.00,305.00,"32,376.00",315.90
141,MKHL,414.00,-11.00,-2.59,425.00,433.00,411.00,"8,906.00",425.00
142,MKJC,445.00,-4.00,-0.89,449.00,453.00,437.00,"1,975.00",449.00
143,MKLB,"1,100.00",33.90,3.18,"1,087.40","1,172.00","1,080.00","5,354.00","1,066.10"
144,MLBBL,"1,290.00",-9.90,-0.76,"1,300.00","1,336.00","1,271.20","10,139.00","1,299.90"
145,MLBL,330.00,-4.10,-1.23,340.00,340.00,328.00,"28,747.00",334.10
146,MLBS,"1,340.00",8.10,0.61,"1,358.00","1,441.00","1,319.60","7,923.00","1,331.90"
147,MLBSL,"1,839.00",61.00,3.43,"1,813.00","1,885.00","1,813.00","4,851.00","1,778.00"
148,MMF1,7.17,-0.06,-0.83,7.30,7.30,7.10,"10,090.00",7.23
149,MMKJL,447.00,-3.00,-0.67,459.00,459.00,435.00,"14,692.00",450.00
150,MNBBL,352.90,-1.10,-0.31,355.10,358.00,350.30,"22,496.00",354.00
151,MPFL,444.00,-1.30,-0.29,446.10,454.00,441.00,"28,405.00",445.30
152,MSHL,622.00,-8.10,-1.29,642.70,642.70,621.00,"2,561.00",630.10
153,MSLB,"1,219.00",-19.00,-1.53,"1,262.70","1,262.70","1,202.00","3,575.00","1,238.00"
154,NABBC,523.50,9.20,1.79,510.00,528.00,504.50,"35,204.00",514.30
155,NABIL,434.00,0.50,0.12,440.00,441.00,434.00,"36,943.00",433.50
156,NABILD87,"1,040.00",-20.00,-1.89,"1,038.80","1,040.00","1,038.80",100.00,"1,060.00"
157,NADEP,776.70,-13.10,-1.66,800.00,805.00,774.20,"23,071.00",789.80
158,NBF2,8.10,0.00,0.00,7.95,8.11,7.95,"69,800.00",8.10
159,NBF3,7.30,0.00,0.00,7.44,7.44,7.12,"15,100.00",7.30
160,NBL,203.50,-0.50,-0.25,202.00,207.90,202.00,"29,497.00",204.00
161,NBLD82,"1,031.50",-3.50,-0.34,"1,031.50","1,031.50","1,031.50",20.00,"1,035.00"
162,NESDO,"1,928.00",59.00,3.16,"1,875.00","2,054.00","1,875.00","6,949.00","1,869.00"
163,NFS,541.80,6.80,1.27,531.00,552.30,531.00,"202,923.00",535.00
164,NGPL,303.00,-6.80,-2.19,311.00,312.00,301.30,"47,828.00",309.80
165,NHDL,452.20,5.20,1.16,444.10,475.30,444.10,"37,114.00",447.00
166,NHPC,148.00,-0.60,-0.40,150.00,150.80,146.10,"37,039.00",148.60
167,NIBLGF,7.95,0.00,0.00,7.93,8.00,7.93,"5,590.00",7.95
168,NIBSF2,7.92,0.01,0.13,7.91,8.05,7.91,"8,910.00",7.91
169,NICA,358.00,-7.50,-2.05,359.00,370.00,357.80,"64,416.00",365.50
170,NICAD8182,"1,020.00",10.00,0.99,"1,020.00","1,020.00","1,020.00",335.00,"1,010.00"
171,NICAD85/86,"1,040.00",18.90,1.85,"1,041.50","1,041.50","1,040.00",125.00,"1,021.10"
172,NICBF,8.84,-0.18,-2.00,8.84,8.84,8.84,200.00,9.02
173,NICFC,8.48,-0.12,-1.40,8.46,8.77,8.46,"3,150.00",8.60
174,NICGF,9.40,-0.16,-1.67,9.41,9.41,9.40,"2,800.00",9.56
175,NICGF2,7.70,0.05,0.65,7.55,7.78,7.55,"2,825.00",7.65
176,NICL,840.90,-4.10,-0.49,828.20,859.00,828.20,"22,951.00",845.00
177,NICLBSL,649.70,-6.30,-0.96,669.10,669.10,641.00,"26,267.00",656.00
178,NICSF,8.80,0.00,0.00,8.63,8.80,8.63,"6,725.00",8.80
179,NIFRA,198.90,-3.10,-1.53,200.00,204.00,198.00,"66,471.00",202.00
180,NIFRAUR85/86,871.10,-5.90,-0.67,871.10,871.10,871.10,30.00,877.00
181,NIL,795.10,-4.80,-0.60,800.00,805.00,790.00,"7,199.00",799.90
182,NIMB,156.00,-1.90,-1.20,160.00,160.00,155.00,"44,091.00",157.90
183,NIMBD90,"1,060.00",21.00,1.98,"1,060.00","1,060.00","1,060.00",2.00,"1,060.00"
184,NIMBPO,132.70,-3.30,-2.43,134.00,135.00,130.00,"9,394.00",136.00
185,NLG,764.00,8.20,1.08,769.00,779.00,757.00,"22,295.00",755.80
186,NLIC,590.00,1.00,0.17,594.90,599.90,587.00,"35,040.00",589.00
187,NLICL,545.00,-4.00,-0.73,550.00,557.60,540.00,"9,761.00",549.00
188,NMB,178.10,-1.80,-1.00,182.90,182.90,178.00,"34,026.00",179.90
189,NMB50,9.55,0.18,1.92,9.45,9.55,9.45,500.00,9.37
190,NMBMF,645.00,-24.80,-3.70,672.10,674.00,645.00,"21,153.00",669.80
191,NMFBS,"1,296.00",-24.00,-1.82,"1,344.00","1,344.00","1,292.70","9,519.00","1,320.00"
192,NRIC,687.50,-6.50,-0.94,707.80,707.80,681.10,"17,408.00",694.00
193,NRM,359.70,-0.20,-0.06,364.90,367.20,356.00,"45,748.00",359.90
194,NRN,500.00,-5.50,-1.09,506.00,513.00,500.00,"22,095.00",505.50
195,NSIF2,9.45,0.10,1.07,9.30,9.45,9.21,800.00,9.35
196,NTC,829.00,-3.00,-0.36,832.00,835.30,820.00,"16,617.00",832.00
197,NUBL,660.10,-10.90,-1.62,675.00,682.90,660.10,"15,761.00",671.00
198,NWCL,720.10,-13.70,-1.87,739.00,739.00,719.60,"9,011.00",733.80
199,NYADI,285.00,-6.00,-2.06,285.20,290.90,282.60,"6,278.00",291.00
200,OHL,754.00,-44.60,-5.58,783.00,790.50,754.00,"13,762.00",798.60
201,PBD88,"1,045.00",-10.00,-0.95,"1,045.00","1,045.00","1,045.00",50.00,"1,055.00"
202,PBLD84,"1,031.00",-19.00,-1.81,"1,049.50","1,050.00","1,031.00",775.00,"1,050.00"
203,PBLD87,978.50,-1.50,-0.15,970.00,980.00,970.00,75.00,980.00
204,PCBL,195.90,-2.00,-1.01,194.00,200.00,194.00,"38,428.00",197.90
205,PFL,668.00,1.00,0.15,653.70,670.00,653.70,"103,850.00",667.00
206,PHCL,292.50,-5.50,-1.85,292.10,303.00,292.10,"13,980.00",298.00
207,PMHPL,228.00,-1.00,-0.44,227.00,232.00,226.00,"4,545.00",229.00
208,PMLI,503.00,-5.00,-0.98,508.00,520.00,490.00,"35,141.00",508.00
209,PPCL,235.00,1.00,0.43,238.00,242.90,233.90,"9,237.00",234.00
210,PPL,570.00,10.00,1.79,560.00,580.00,533.10,"218,466.00",560.00
211,PRIN,785.00,-6.00,-0.76,805.00,805.00,777.30,"16,219.00",791.00
212,PROFL,338.00,-2.20,-0.65,339.20,351.00,338.00,"29,033.00",340.20
213,PRSF,8.55,0.01,0.12,8.54,8.71,8.54,"1,500.00",8.54
214,PRVU,140.00,-1.50,-1.06,143.40,143.50,139.00,"73,883.00",141.50
215,PSF,8.50,0.00,0.00,8.41,8.63,8.40,"6,900.00",8.50
216,RADHI,235.00,-1.00,-0.42,240.70,245.00,231.00,"22,447.00",236.00
217,RAWA,488.00,10.00,2.09,487.00,507.00,470.00,"11,875.00",478.00
218,RBCL,"13,350.00",-40.00,-0.30,"13,550.00","13,657.40","13,265.00",226.00,"13,390.00"
219,RBCLPO,"10,750.00",-48.00,-0.44,"10,800.00","10,800.00","10,450.00",364.00,"10,798.00"
220,RFPL,339.90,-7.40,-2.13,343.00,354.20,337.00,"39,637.00",347.30
221,RHGCL,382.50,7.50,2.00,367.50,385.00,367.50,"76,649.00",375.00
222,RHPL,267.00,-1.00,-0.37,272.00,273.30,263.60,"7,666.00",268.00
223,RIDI,162.80,-2.80,-1.69,166.00,168.00,162.30,"140,569.00",165.60
224,RLFL,388.50,-4.50,-1.15,395.00,400.00,388.50,"45,574.00",393.00
225,RMF1,7.76,0.06,0.78,7.64,8.07,7.58,"19,425.00",7.70
226,RMF2,8.80,0.10,1.15,8.70,8.90,8.70,"1,000.00",8.70
227,RNLI,428.10,-4.30,-0.99,441.00,441.00,427.00,"34,483.00",432.40
228,RSDC,704.00,-12.00,-1.68,721.00,723.10,695.00,"81,691.00",716.00
229,RURU,556.10,-1.40,-0.25,568.00,599.00,556.00,"47,182.00",557.50
230,SABSL,887.00,-3.00,-0.34,907.00,908.00,872.00,"10,900.00",890.00
231,SADBL,325.10,0.10,0.03,329.90,336.00,323.10,"241,897.00",325.00
